topic_id,Topic 1 Label,Topic 1 URL,Topic 2 Label,Topic 2 URL,Number,File,Distribution,token1,token2,token3,token4,token5,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19
EU_en_Pres1-100_0,cereal-growing,http://eurovoc.europa.eu/318,regulation of agricultural production,http://eurovoc.europa.eu/2972,0,EU_en_Pres1-100,0.02726,cereals,amounts,wheat,products,rice,regulation,applicable,falling,compensatory,referred,barley,content,starch,exceeding,weight,dry,eec,headings,matter,
EU_en_Pres1-100_1,,,,,1,EU_en_Pres1-100,0.01816,country,recipient,european,community,economic,agreement,delivery,aid,goods,eec,article,agent,costs,loading,supply,products,port,referred,quantity,
EU_en_Pres1-100_2,,,,,2,EU_en_Pres1-100,0.0408,agreement,community,parties,negotiations,contracting,economic,party,provisions,concluded,article,agreements,delegation,joint,conclusion,force,respect,procedures,view,recommendation,
EU_en_Pres1-100_3,quantitative restriction,http://eurovoc.europa.eu/3591,,,3,EU_en_Pres1-100,0.00725,products,countries,community,tariff,preferences,states,islands,member,duties,article,imports,quotas,territories,amount,originating,ceilings,customs,generalized,maximum,
EU_en_Pres1-100_4,Portugal,http://eurovoc.europa.eu/2563,,,4,EU_en_Pres1-100,0.01728,protocol,products,originating,agreement,community,decision,joint,Portugal,article,committee,economic,definition,concerning,european,concept,force,portuguese,countries,annexed,
EU_en_Pres1-100_5,EU customs procedure,http://eurovoc.europa.eu/5842,,,5,EU_en_Pres1-100,0.01969,certificate,goods,customs,movement,authorities,article,State,form,certificates,eur,country,issued,exporter,community,provisions,exporting,products,conditions,referred,
EU_en_Pres1-100_6,budget appropriation,http://eurovoc.europa.eu/3253,,,6,EU_en_Pres1-100,0.03704,budget,financial,expenditure,appropriations,year,commission,total,resources,will,chapter,loans,article,financing,contributions,increase,investment,years,budgetary,aid,
EU_en_Pres1-100_7,European Council,http://eurovoc.europa.eu/128,,,7,EU_en_Pres1-100,0.05853,community,policy,member,states,commission,will,economic,common,european,measures,development,action,policies,council,objectives,problems,market,national,proposals,
EU_en_Pres1-100_8,labour market,http://eurovoc.europa.eu/1802,,,8,EU_en_Pres1-100,0.01514,social,workers,employment,labour,working,work,training,women,action,migrant,conditions,collective,vocational,participation,industrial,schemes,persons,living,worker,
EU_en_Pres1-100_9,product safety,http://eurovoc.europa.eu/4036,,,9,EU_en_Pres1-100,0.00865,test,gas,pressure,appliance,water,measuring,level,appliances,sound,rate,temperature,eec,tests,noise,conditions,approval,inspection,meter,type,
EU_en_Pres1-100_10,EAGGF,http://eurovoc.europa.eu/978,,,10,EU_en_Pres1-100,0.03185,aid,expenditure,amount,commission,granted,guarantee,financing,guidance,projects,agricultural,paid,EAGGF,fund,account,reimbursement,financial,respect,applications,premiums,
EU_en_Pres1-100_11,,,,,11,EU_en_Pres1-100,0.01707,law,rights,court,period,contract,authority,legal,treaty,commercial,protection,draft,provisions,european,justice,State,laws,communities,proceedings,statute,
EU_en_Pres1-100_12,hops,http://eurovoc.europa.eu/1261,,,12,EU_en_Pres1-100,0.00293,hops,reagents,area,areas,uranium,tissue,typing,varieties,northern,harvest,producer,hop,brewer,groups,aid,prospecting,reagent,de,european,
EU_en_Pres1-100_13,organisation of transport,http://eurovoc.europa.eu/2181,,,13,EU_en_Pres1-100,0.01231,transport,road,traffic,carriage,goods,vehicles,inland,tariffs,system,vehicle,services,rates,international,regulation,regulations,waterway,vessels,infrastructure,undertakings,
EU_en_Pres1-100_14,consumer protection,http://eurovoc.europa.eu/2836,,,14,EU_en_Pres1-100,0.00896,member,grouping,checks,states,members,irregularities,contract,control,regulation,national,consumer,inspection,nationals,legal,illegal,rights,carried,regulations,persons,
EU_en_Pres1-100_15,social protection,http://eurovoc.europa.eu/100214,,,15,EU_en_Pres1-100,0.01198,staff,benefits,security,employed,health,allowance,social,employment,july,family,conditions,servants,pension,officials,regulations,salary,insurance,remuneration,pensions,
EU_en_Pres1-100_16,cheese,http://eurovoc.europa.eu/1102,Spain,http://eurovoc.europa.eu/863,16,EU_en_Pres1-100,0.00828,weight,cheese,exceeding,cheese,net,content,Spain,spanish,fat,milk,subheading,products,frontier,ua,minimum,falling,annex,customs,free,
EU_en_Pres1-100_17,prices policy,http://eurovoc.europa.eu/2489,,,17,EU_en_Pres1-100,0.0721,price,prices,market,year,marketing,fixed,products,account,community,reference,common,fixing,average,amount,level,basis,product,production,threshold,
EU_en_Pres1-100_18,agricultural quota,http://eurovoc.europa.eu/2974,olive oil,http://eurovoc.europa.eu/1264,18,EU_en_Pres1-100,0.02536,agricultural,oil,products,common,rate,olive,measures,seed,agriculture,marketing,production,amounts,milk,cereals,oils,seeds,colza,rates,wheat,
EU_en_Pres1-100_19,,,,,19,EU_en_Pres1-100,0.02298,committee,commission,members,chairman,working,representatives,meetings,opinion,set,advisory,three,decision,office,meeting,member,work,representative,party,request,
EU_en_Pres1-100_20,,,,,20,EU_en_Pres1-100,0.05183,member,states,Netherlands,Italy,kingdom,Germany,Luxembourg,Ireland,Belgium,united,France,Denmark,countries,total,State,prance,number,table,national,
EU_en_Pres1-100_21,,,,,21,EU_en_Pres1-100,0.00662,vehicles,european,project,education,local,motor,EDF,educational,based,Europe,bureaux,office,number,press,Bonaire,territory,will,teachers,hotel,
EU_en_Pres1-100_22,air and space transport,http://eurovoc.europa.eu/100241,regional aid,http://eurovoc.europa.eu/976,22,EU_en_Pres1-100,0.01187,regional,regions,development,aircraft,industry,industrial,region,population,areas,employment,economic,national,european,investment,rate,sector,growth,average,total,
EU_en_Pres1-100_23,allowances and expenses,http://eurovoc.europa.eu/3557,budget appropriation,http://eurovoc.europa.eu/3253,23,EU_en_Pres1-100,0.01241,expenditure,appropriation,staff,appropriations,technical,cover,account,posts,council,expenses,article,units,chapter,scientific,officials,travel,covers,equipment,office,
EU_en_Pres1-100_24,,OCR NOISE,,,24,EU_en_Pres1-100,0.19896,cf,ii,ir,ar,en,de,er,cr,ti,il,oi,li,te,es,tha,ot,ion,cn,io,
EU_en_Pres1-100_25,farming sector,http://eurovoc.europa.eu/5886,,,25,EU_en_Pres1-100,0.01287,directive,areas,article,farming,agricultural,eec,land,farm,development,measures,farms,favoured,agriculture,commission,area,farmers,income,community,economic,
EU_en_Pres1-100_26,labelling,http://eurovoc.europa.eu/893,medicament,http://eurovoc.europa.eu/3813,26,EU_en_Pres1-100,0.00845,directive,products,product,substances,foodstuffs,acid,annex,medicinal,states,content,laws,labelling,intended,weight,provisions,plant,committee,health,member,
EU_en_Pres1-100_27,New Zealand,http://eurovoc.europa.eu/2089,milk product,http://eurovoc.europa.eu/2763,27,EU_en_Pres1-100,0.03598,milk,butter,regulation,eec,powder,skimmed,products,price,tender,article,market,invitation,fixed,processing,amended,amount,minimum,zealand,intervention,
EU_en_Pres1-100_28,,,,,28,EU_en_Pres1-100,0.00266,light,lights,bmw,Brazil,eec,coffee,illuminating,fog,reflex,lighting,Pakistan,main,signalling,reflecting,brazilian,beam,devices,headlights,soluble,
EU_en_Pres1-100_29,silk,http://eurovoc.europa.eu/4207,cotton,http://eurovoc.europa.eu/252,29,EU_en_Pres1-100,0.01034,fabrics,textile,yarn,fibres,woven,silk,garments,articles,waste,knitted,outer,cotton,crocheted,heading,falling,processing,man,products,goods,
EU_en_Pres1-100_30,citrus fruit,http://eurovoc.europa.eu/693,food processing,http://eurovoc.europa.eu/4498,30,EU_en_Pres1-100,0.01818,fruit,sugar,products,weight,ii,exceeding,heading,content,falling,excluding,net,acid,preserved,fresh,prepared,andere,citrus,bb,dried,
EU_en_Pres1-100_31,natural resources,http://eurovoc.europa.eu/3549,gas industry,http://eurovoc.europa.eu/6921,31,EU_en_Pres1-100,0.00695,project,will,equipment,oil,water,support,production,projects,community,development,gas,work,technical,COST,depths,applicant,laying,sea,well,
EU_en_Pres1-100_32,,,,,32,EU_en_Pres1-100,0.09883,number,order,time,conditions,special,general,case,carried,will,period,required,years,basis,form,based,provide,type,ensure,concerned,
EU_en_Pres1-100_33,,,,,33,EU_en_Pres1-100,0.01199,fund,assistance,decision,council,social,european,article,operations,training,february,persons,regulation,application,submitted,december,november,applications,financial,eec,
EU_en_Pres1-100_34,international cooperation,http://eurovoc.europa.eu/216,,,34,EU_en_Pres1-100,0.02372,countries,cooperation,developing,trade,development,community,international,states,associated,aid,negotiations,will,products,industrial,financial,agreements,export,measures,special,
EU_en_Pres1-100_35,regulation of agricultural production,http://eurovoc.europa.eu/2972,,,35,EU_en_Pres1-100,0.05661,community,production,increase,prices,market,world,countries,year,will,consumption,imports,situation,tons,demand,years,increased,total,price,level,
EU_en_Pres1-100_36,,,,,36,EU_en_Pres1-100,0.28336,regulation,eec,article,council,regard,commission,european,amended,applicable,force,binding,treaty,directly,entirety,enter,community,establishing,rules,economic,
EU_en_Pres1-100_37,fiscal policy,http://eurovoc.europa.eu/2504,,,37,EU_en_Pres1-100,0.03747,united,kingdom,Ireland,nederland,danmark,irish,northern,italia,ii,britain,british,land,Denmark,accession,great,rate,protective,element,fiscal,
EU_en_Pres1-100_38,sulphur,http://eurovoc.europa.eu/4218,EU environmental policy,http://eurovoc.europa.eu/5794,38,EU_en_Pres1-100,0.00855,pollution,water,environment,protection,waste,environmental,quality,effects,health,lead,pollutants,action,measures,levels,standards,substances,air,natural,sulphur,
EU_en_Pres1-100_39,meat processing industry,http://eurovoc.europa.eu/1374,,,39,EU_en_Pres1-100,0.01788,eggs,meat,poultry,gate,sluice,cuts,fat,carcases,pig,products,grain,pigmeat,feed,dried,heads,ii,feet,levies,poultrymeat,
EU_en_Pres1-100_40,,,,,40,EU_en_Pres1-100,0.00274,tho,tha,Malta,protocol,froa,produot,product,textile,produota,nnd,eur,originating,working,apply,fro,valuo,produoto,ho,producto,
EU_en_Pres1-100_41,cocoa,http://eurovoc.europa.eu/5078,,,41,EU_en_Pres1-100,0.00435,cocoa,de,member,buffer,stock,export,beans,air,certificate,par,executive,exporting,quota,organization,certifying,director,conventions,international,cacao,
EU_en_Pres1-100_42,aircraft,http://eurovoc.europa.eu/4438,,,42,EU_en_Pres1-100,0.00731,type,approval,vehicle,vehicles,directive,eec,requirements,member,seat,point,annex,states,motor,item,test,device,plane,rear,manufacturer,
EU_en_Pres1-100_43,coke,http://eurovoc.europa.eu/6027,,,43,EU_en_Pres1-100,0.00923,coal,decision,industry,ECSC,AIDS,aid,coke,undertakings,market,coking,steel,sales,company,commission,british,metric,mining,fuel,article,
EU_en_Pres1-100_44,fodder,http://eurovoc.europa.eu/4854,seed,http://eurovoc.europa.eu/4081,44,EU_en_Pres1-100,0.00815,seed,department,directive,marketing,material,species,agriculture,council,certified,plant,plants,official,seeds,june,reproductive,annex,basic,decision,fodder,
EU_en_Pres1-100_45,shareholder,http://eurovoc.europa.eu/5389,2426 financing and investment,http://eurovoc.europa.eu/100202,45,EU_en_Pres1-100,0.01016,company,board,european,employees,management,supervisory,companies,general,meeting,members,works,council,shareholders,shares,law,group,court,capital,representatives,
EU_en_Pres1-100_46,uranium,http://eurovoc.europa.eu/4617,Loading...,http://eurovoc.europa.eu/347,46,EU_en_Pres1-100,0.00681,nuclear,material,agency,materials,uranium,inventory,safeguards,Canada,euratom,balance,commission,area,solution,facility,atomic,physical,enrichment,facilities,treaty,
EU_en_Pres1-100_47,,,,,47,EU_en_Pres1-100,0.0605,article,paragraph,parliament,european,text,proposal,provisions,provision,amended,committee,second,economic,amendments,rules,social,proposed,council,articles,amendment,
EU_en_Pres1-100_48,,,,,48,EU_en_Pres1-100,0.12761,commission,council,proposal,draft,will,proposed,proposals,adopted,meeting,concerning,december,time,view,general,submitted,decision,communication,march,relating,
EU_en_Pres1-100_49,Loading...,http://eurovoc.europa.eu/4994,Loading...,http://eurovoc.europa.eu/4219,49,EU_en_Pres1-100,0.02192,tender,invitation,tenders,tenderer,agency,intervention,contract,supply,successful,port,contracts,lot,works,security,State,common,article,awarded,wheat,
EU_en_Pres1-100_50,solar energy,http://eurovoc.europa.eu/756,,,50,EU_en_Pres1-100,0.00518,contracting,agent,operating,executive,task,party,agreement,committee,parties,participants,will,agency,energy,operation,article,solar,participant,acting,development,
EU_en_Pres1-100_51,EU customs procedure,http://eurovoc.europa.eu/5842,,,51,EU_en_Pres1-100,0.01222,customs,transit,goods,office,transport,document,documents,authorities,control,declaration,destination,copy,exportation,operation,international,community,seals,formalities,number,
EU_en_Pres1-100_52,EAGGF,http://eurovoc.europa.eu/978,,,52,EU_en_Pres1-100,0.00649,project,subsidy,regulation,guidance,agricultural,eec,will,aid,fund,article,beneficiary,application,conditions,decision,granted,EAGGF,investment,european,construction,
EU_en_Pres1-100_53,textile industry,http://eurovoc.europa.eu/1418,,,53,EU_en_Pres1-100,0.00392,woven,cotton,fabrics,fibres,man,flax,articles,wool,linen,knitted,textile,gloves,garments,crocheted,animal,hair,fine,leather,heading,
EU_en_Pres1-100_54,Loading...,http://eurovoc.europa.eu/142,,,54,EU_en_Pres1-100,0.01498,energy,oil,power,electricity,community,supply,nuclear,stations,production,consumption,fuel,will,measures,gas,supplies,investment,sources,capacity,industry,
EU_en_Pres1-100_55,pulp and paper industry,http://eurovoc.europa.eu/1375,,,55,EU_en_Pres1-100,0.00741,paper,products,imports,community,ceilings,wood,pulp,duties,customs,commission,member,states,agreement,indicative,articles,protocol,ceiling,supervision,mechanical,
EU_en_Pres1-100_56,Loading...,http://eurovoc.europa.eu/1396,,,56,EU_en_Pres1-100,0.00887,apparatus,machines,products,including,parts,machinery,ii,articles,heading,rate,instruments,duty,description,falling,exceeding,electrical,electric,example,glass,
EU_en_Pres1-100_57,insurance,http://eurovoc.europa.eu/3151,,,57,EU_en_Pres1-100,0.01018,credit,insurance,insurer,contract,guarantee,amount,directive,insured,export,bank,loss,buyer,country,guarantees,risk,business,terms,payment,respect,
EU_en_Pres1-100_58,family farming,http://eurovoc.europa.eu/942,,,58,EU_en_Pres1-100,0.0039,holdings,income,farm,labour,ua,ha,family,pigs,alu,returning,purchased,poultry,type,paid,survey,land,farming,machinery,sheep,
EU_en_Pres1-100_59,emergency aid,http://eurovoc.europa.eu/881,,,59,EU_en_Pres1-100,0.02087,aid,food,countries,tons,community,programme,milk,metric,butteroil,powder,supply,commission,council,cereals,skimmed,distribution,developing,emergency,international,
EU_en_Pres1-100_60,financial management,http://eurovoc.europa.eu/1164,,,60,EU_en_Pres1-100,0.01234,group,undertaking,undertakings,accounts,article,assets,directive,annual,companies,balance,sheet,items,provisions,paragraph,consolidated,account,year,company,loss,
EU_en_Pres1-100_61,fisheries policy,http://eurovoc.europa.eu/2476,,,61,EU_en_Pres1-100,0.00649,fishing,community,species,catch,sea,measures,zone,vessels,waters,zones,coastal,fish,north,total,shipbuilding,countries,resources,conservation,will,
EU_en_Pres1-100_62,"iron, steel and other metal industries",http://eurovoc.europa.eu/100270,,,62,EU_en_Pres1-100,0.00806,including,articles,worked,heading,iron,rolled,steel,example,plates,metal,kind,paper,sheets,parts,bars,leather,chapter,coated,cold,
EU_en_Pres1-100_63,,,,,63,EU_en_Pres1-100,0.02971,programme,will,work,projects,development,field,action,technical,activities,studies,programmes,study,project,commission,national,european,working,methods,group,
EU_en_Pres1-100_64,inflation,http://eurovoc.europa.eu/1421,budget deficit,http://eurovoc.europa.eu/368,64,EU_en_Pres1-100,0.02074,economic,policy,monetary,countries,rate,will,growth,measures,term,balance,year,rates,situation,public,inflation,payments,member,deficit,exchange,
EU_en_Pres1-100_65,Bangladesh,http://eurovoc.europa.eu/4732,,,65,EU_en_Pres1-100,0.01493,community,agreement,european,economic,government,trade,Bangladesh,republic,products,letter,jute,letters,India,will,honour,article,exchange,cooperation,consideration,
EU_en_Pres1-100_66,tax law,http://eurovoc.europa.eu/561,,,66,EU_en_Pres1-100,0.0114,tax,taxable,directive,goods,services,rate,member,taxation,amount,taxes,person,transactions,excise,exemption,states,State,article,persons,supplies,
EU_en_Pres1-100_67,,,,,67,EU_en_Pres1-100,0.07014,tho,bo,tha,artiole,whioh,ho,ia,provided,counoil,aro,io,aa,application,fron,ito,tine,economio,ba,boon,
EU_en_Pres1-100_68,agricultural levy,http://eurovoc.europa.eu/2591,,,68,EU_en_Pres1-100,0.05105,export,regulation,levy,eec,rice,article,refund,market,tender,fixed,fixing,refunds,common,advance,commission,minimum,issued,invitation,cereals,
EU_en_Pres1-100_69,,,,,69,EU_en_Pres1-100,0.04685,republic,french,italian,federal,decision,Germany,german,measures,article,commission,Italy,december,apply,government,treaty,France,common,application,period,
EU_en_Pres1-100_70,Loading...,http://eurovoc.europa.eu/4256,,,70,EU_en_Pres1-100,0.01166,data,statistics,survey,processing,european,industry,statistical,community,systems,surveys,users,market,national,system,computer,software,states,sector,member,
EU_en_Pres1-100_71,silk,http://eurovoc.europa.eu/4207,textile industry,http://eurovoc.europa.eu/1418,71,EU_en_Pres1-100,0.00791,products,manufacture,product,exceed,materials,finished,originating,working,heading,processing,parts,conditions,textile,list,yarn,status,origin,headings,assembly,
EU_en_Pres1-100_72,,,,,72,EU_en_Pres1-100,0.10224,tion,pro,con,ment,tions,well,ments,sion,nity,commu,ing,de,tive,para,ting,mission,munity,current,parti,
EU_en_Pres1-100_73,Loading...,http://eurovoc.europa.eu/2644,,,73,EU_en_Pres1-100,0.0185,sugar,price,intervention,year,production,marketing,tobacco,white,prices,account,basic,beet,fixed,council,community,leaf,raw,quality,target,
EU_en_Pres1-100_74,Loading...,http://eurovoc.europa.eu/4288,,,74,EU_en_Pres1-100,0.04386,intervention,agency,storage,metric,agencies,tons,quantity,stocks,quantities,held,costs,sale,private,market,common,contract,place,conditions,provided,
EU_en_Pres1-100_75,,,,,75,EU_en_Pres1-100,0.00945,market,products,oil,article,companies,agreement,undertakings,competition,sales,trade,dealers,commission,prices,distribution,agreements,sale,japanese,concerned,consumers,
EU_en_Pres1-100_76,Loading...,http://eurovoc.europa.eu/1006,,,76,EU_en_Pres1-100,0.03359,compensatory,amounts,amount,applicable,trade,member,states,accession,products,community,third,originally,importation,constituted,countries,levied,account,article,goods,
EU_en_Pres1-100_77,fishing industry,http://eurovoc.europa.eu/1372,,,77,EU_en_Pres1-100,0.00946,products,fish,community,fishery,references,repealed,consolidation,fishing,frozen,producers,fresh,annex,listed,council,guide,industry,chilled,standards,product,
EU_en_Pres1-100_78,beef,http://eurovoc.europa.eu/4682,,,78,EU_en_Pres1-100,0.02053,beef,meat,animals,veal,bovine,premium,slaughter,frozen,animal,processing,cattle,adult,cows,premiums,community,cut,system,fresh,calves,
EU_en_Pres1-100_79,textile industry,http://eurovoc.europa.eu/1418,,,79,EU_en_Pres1-100,0.01885,products,community,imports,quantitative,trade,textiles,countries,arrangement,import,cotton,export,exports,textile,limits,quotas,annex,authorities,will,subject,
EU_en_Pres1-100_80,,,,,80,EU_en_Pres1-100,0.20484,community,european,decision,commission,regard,member,states,council,article,treaty,economic,july,establishing,concerning,june,brussels,january,december,february,
EU_en_Pres1-100_81,ECSC,http://eurovoc.europa.eu/5327,iron and steel industry,http://eurovoc.europa.eu/1417,81,EU_en_Pres1-100,0.00899,steel,will,products,treaty,ECSC,article,market,iron,undertakings,production,tonnes,high,commission,scrap,capital,decision,proposed,position,loan,
EU_en_Pres1-100_82,wine,http://eurovoc.europa.eu/4713,,,82,EU_en_Pres1-100,0.01544,wine,wines,alcohol,table,distillation,article,products,growing,quality,grape,strength,alcoholic,market,litres,regulation,produced,paragraph,origin,contracts,
EU_en_Pres1-100_83,,,,,83,EU_en_Pres1-100,0.01291,varieties,list,product,vine,class,variety,authorised,apples,de,description,recommended,und,nr,annex,andere,cct,ii,democratic,countries,
EU_en_Pres1-100_84,,,,,84,EU_en_Pres1-100,0.04754,tariff,customs,duties,common,community,duty,products,falling,subheading,countries,january,suspension,free,magnesium,autonomous,states,unwrought,imported,third,
EU_en_Pres1-100_85,monetary policy,http://eurovoc.europa.eu/2510,,,85,EU_en_Pres1-100,0.01713,amounts,compensatory,monetary,regulation,eec,amount,competent,authorities,conditions,subheading,subject,third,entry,determined,countries,imports,granted,currencies,weight,
EU_en_Pres1-100_86,customs duties,http://eurovoc.europa.eu/4078,,,86,EU_en_Pres1-100,0.01788,goods,customs,duties,processing,import,origin,authorities,taxes,products,country,free,imported,recommended,importation,practice,temporary,exportation,national,annex,
EU_en_Pres1-100_87,stock exchange,http://eurovoc.europa.eu/3233,,,87,EU_en_Pres1-100,0.0072,securities,member,authorities,directive,State,company,quotation,competent,states,ciuts,investment,official,public,admission,assets,companies,stock,shares,units,
EU_en_Pres1-100_88,EU expenditure,http://eurovoc.europa.eu/5576,,,88,EU_en_Pres1-100,0.01575,financial,year,expenditure,account,budget,article,european,appropriations,accounts,payment,commission,revenue,unit,communities,currency,payments,accounting,regulation,board,
EU_en_Pres1-100_89,,,,,89,EU_en_Pres1-100,0.09025,system,will,level,situation,time,problems,problem,large,view,national,fact,hand,cases,difficulties,case,sector,limited,difficult,general,
EU_en_Pres1-100_90,,,,,90,EU_en_Pres1-100,0.01605,directive,states,annex,provisions,laws,member,maximum,values,equipment,technical,requirements,relating,field,permissible,committee,directives,weight,limits,articles,
EU_en_Pres1-100_91,marine pollution,http://eurovoc.europa.eu/2535,,,91,EU_en_Pres1-100,0.00541,convention,pollution,sea,parties,tho,protocol,mediterranean,contracting,marine,dumping,substances,area,party,article,international,aircraft,conference,protection,environment,
EU_en_Pres1-100_92,import policy,http://eurovoc.europa.eu/2488,,,92,EU_en_Pres1-100,0.01941,community,association,acp,Greece,states,convention,originating,council,agreement,products,arrangements,provisions,Tunisia,Morocco,imports,Turkey,countries,protocol,accession,
EU_en_Pres1-100_93,tariff quota,http://eurovoc.europa.eu/161,,,93,EU_en_Pres1-100,0.01876,member,quota,states,community,share,shares,tariff,State,reserves,tons,initial,metric,commission,article,imports,amount,allocated,period,draw,
EU_en_Pres1-100_94,,,,,94,EU_en_Pres1-100,0.00997,convention,protocol,contracting,party,article,council,government,ratification,force,paragraph,parties,international,accession,acceptance,united,annex,application,extension,secretary,
EU_en_Pres1-100_95,international affairs,http://eurovoc.europa.eu/100170,,,95,EU_en_Pres1-100,0.01106,treaty,commerce,exchange,agreements,navigation,notes,commercial,agreement,arab,Egypt,Cyprus,trade,third,convention,friendship,states,member,countries,relations,
EU_en_Pres1-100_96,,,,,96,EU_en_Pres1-100,0.00384,description,products,member,airport,fabrics,port,european,address,communities,destination,State,tariff,handicrafts,industry,de,cottage,states,seal,body,
EU_en_Pres1-100_97,nuclear safety,http://eurovoc.europa.eu/4042,,,97,EU_en_Pres1-100,0.00658,programme,reactor,materials,nuclear,jrc,will,energy,staff,data,project,fusion,high,ispra,studies,temperature,activities,establishment,analysis,reactors,
EU_en_Pres1-100_98,,,,,98,EU_en_Pres1-100,0.0061,car,disease,safety,foot,doors,mouth,lift,inspection,door,eec,speed,type,control,device,mechanical,approval,landing,machine,vaccine,
EU_en_Pres1-100_99,,,,,99,EU_en_Pres1-100,0.15344,member,article,states,State,provisions,community,measures,referred,application,commission,laid,procedure,respect,provided,rules,council,apply,paragraph,conditions,
EU_en_Pres1-50_0,,,,,0,EU_en_Pres1-50,0.05004,amounts,cereals,compensatory,products,rice,wheat,applicable,regulation,amount,eec,refund,falling,weight,referred,barley,content,levy,processed,exceeding,
EU_en_Pres1-50_1,,,,,1,EU_en_Pres1-50,0.01991,fund,decision,council,assistance,social,article,european,operations,february,training,regulation,persons,application,financial,submitted,AIDS,december,applications,november,
EU_en_Pres1-50_2,,,,,2,EU_en_Pres1-50,0.16744,article,member,provisions,states,paragraph,commission,council,directive,measures,proposal,laid,referred,State,provided,respect,application,procedure,apply,time,
EU_en_Pres1-50_3,,,,,3,EU_en_Pres1-50,0.113,commission,council,committee,decision,european,community,member,states,draft,proposal,economic,opinion,concerning,treaty,meeting,adopted,regard,set,proposals,
EU_en_Pres1-50_4,,,,,4,EU_en_Pres1-50,0.01098,securities,quantitative,textiles,authorities,arrangement,products,community,textile,limits,units,zealand,quotation,ciuts,agreement,will,admission,official,export,market,
EU_en_Pres1-50_5,,,,,5,EU_en_Pres1-50,0.01086,directive,products,substances,product,annex,sea,medicinal,foodstuffs,acid,mediterranean,solution,health,laws,content,states,reagents,labelling,animal,water,
EU_en_Pres1-50_6,,,,,6,EU_en_Pres1-50,0.03491,products,customs,weight,tariff,fruit,duties,ii,sugar,exceeding,falling,heading,common,content,net,duty,subheading,fresh,acid,oils,
EU_en_Pres1-50_7,,,,,7,EU_en_Pres1-50,0.00965,tax,project,taxable,will,rate,amount,oil,services,taxation,system,supplies,production,excise,equipment,transactions,support,person,taxes,water,
EU_en_Pres1-50_8,,,,,8,EU_en_Pres1-50,0.01317,including,products,heading,articles,machines,parts,apparatus,metal,falling,ii,example,kind,paper,machinery,rate,glass,materials,duty,description,
EU_en_Pres1-50_9,,,,,9,EU_en_Pres1-50,0.00417,product,vehicles,tha,produot,agreement,motor,froa,bureaux,territory,produota,republic,based,including,nr,produoto,fro,exceed,german,insurance,
EU_en_Pres1-50_10,,,,,10,EU_en_Pres1-50,0.01602,contract,credit,contracts,insurer,amount,guarantee,payment,insured,grouping,export,loss,works,bank,commercial,buyer,terms,guarantees,third,number,
EU_en_Pres1-50_11,,,,,11,EU_en_Pres1-50,0.0526,agreement,community,european,trade,economic,products,republic,negotiations,imports,article,council,cooperation,parties,commission,agreements,government,will,countries,tariff,
EU_en_Pres1-50_12,,,,,12,EU_en_Pres1-50,0.00893,contracting,party,parties,agreement,agent,operating,executive,committee,task,agency,will,participants,article,operation,energy,annex,paragraph,development,acting,
EU_en_Pres1-50_13,,,,,13,EU_en_Pres1-50,0.01388,test,gas,pressure,directive,equipment,water,appliance,type,tests,measuring,inspection,requirements,appliances,conditions,carried,eec,temperature,device,approval,
EU_en_Pres1-50_14,,,,,14,EU_en_Pres1-50,0.07341,increase,community,production,countries,prices,year,situation,will,market,world,total,level,price,increased,consumption,imports,demand,sector,years,
EU_en_Pres1-50_15,,,,,15,EU_en_Pres1-50,0.00818,description,products,de,member,port,airport,fabrics,destination,european,communities,address,State,handicrafts,tariff,industry,certificate,cottage,seal,certifies,
EU_en_Pres1-50_16,,,,,16,EU_en_Pres1-50,0.04609,member,states,State,directive,law,national,undertakings,community,legal,provisions,rights,laws,territory,authorities,authority,rules,competent,business,country,
EU_en_Pres1-50_17,,,,,17,EU_en_Pres1-50,0.02243,convention,protocol,agreement,article,treaty,council,force,states,commerce,accession,government,provisions,member,international,ratification,paragraph,parties,exchange,party,
EU_en_Pres1-50_18,,,,,18,EU_en_Pres1-50,0.00873,holdings,income,farm,labour,ua,ha,family,survey,pigs,land,alu,returning,poultry,paid,type,purchased,farming,number,sheep,
EU_en_Pres1-50_19,,,,,19,EU_en_Pres1-50,0.3386,regulation,eec,article,regard,council,commission,community,european,products,amended,states,treaty,applicable,member,common,establishing,economic,july,force,
EU_en_Pres1-50_20,,,,,20,EU_en_Pres1-50,0.01743,project,subsidy,aid,guidance,agricultural,regulation,eec,fund,granted,will,article,application,EAGGF,construction,decision,beneficiary,conditions,amount,european,
EU_en_Pres1-50_21,,,,,21,EU_en_Pres1-50,0.00953,products,countries,community,tariff,states,preferences,member,islands,article,imports,quotas,duties,territories,commission,ceilings,amount,originating,maximum,customs,
EU_en_Pres1-50_22,,,,,22,EU_en_Pres1-50,0.02944,member,quota,states,community,tariff,share,State,shares,tons,reserves,metric,initial,commission,article,imports,customs,amount,common,products,
EU_en_Pres1-50_23,,,,,23,EU_en_Pres1-50,0.01472,coal,steel,decision,ECSC,treaty,will,market,undertakings,article,commission,industry,aid,iron,production,british,company,AIDS,products,undertaking,
