topic_id,tokens,term,french,length,profondeur,category,link,bt1,mt,domain
Topic 2,system price,price system,politique des prix,2,1,used_for,http://eurovoc.europa.eu/2489,price system,MT 2451 prices,24 FINANCE
Topic 2,system imports,system of imports,politique des importations,3,1,used_for,http://eurovoc.europa.eu/2488,system of imports,MT 2006 trade policy,20 TRADE
Topic 2,product development,product development,conception de produit,2,2,used_for,http://eurovoc.europa.eu/71,industrial manufacturing,MT 6411 technology and technical regulations,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
Topic 2,product agricultural,agricultural product,produit agricole,2,1,descriptor,http://eurovoc.europa.eu/2734,agricultural product,MT 5631 agricultural activity,"56 AGRICULTURE, FORESTRY AND FISHERIES"
Topic 2,monetary policy,monetary policy,politique monétaire,2,1,descriptor,http://eurovoc.europa.eu/2510,monetary policy,MT 2411 monetary economics,24 FINANCE
Topic 2,terms trade,terms of trade,terme de l'échange,3,3,descriptor,http://eurovoc.europa.eu/4440,value of trade,MT 2016 trade,20 TRADE
Topic 2,policy development,development policy,politique de développement,2,2,descriptor,http://eurovoc.europa.eu/2465,economic policy,MT 1606 economic policy,16 ECONOMICS
Topic 2,policy agricultural,agricultural policy,politique agricole,2,1,descriptor,http://eurovoc.europa.eu/2442,agricultural policy,MT 5606 agricultural policy,"56 AGRICULTURE, FORESTRY AND FISHERIES"
Topic 2,policy trade,trade policy,politique commerciale,2,1,descriptor,http://eurovoc.europa.eu/2449,trade policy,MT 2006 trade policy,20 TRADE
Topic 2,policy energy,energy policy,politique énergétique,2,1,descriptor,http://eurovoc.europa.eu/2498,energy policy,MT 6606 energy policy,66 ENERGY
Topic 2,policy production,production policy,politique de production,2,1,descriptor,http://eurovoc.europa.eu/2481,production policy,MT 6406 production,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
Topic 2,policy investment,investment policy,politique d'investissement,2,2,descriptor,http://eurovoc.europa.eu/2463,investment,MT 2426 financing and investment,24 FINANCE
Topic 2,policy economic,economic policy,politique économique,2,1,descriptor,http://eurovoc.europa.eu/2497,economic policy,MT 1606 economic policy,16 ECONOMICS
Topic 2,policy growth,growth policy,politique de développement,2,2,used_for,http://eurovoc.europa.eu/2465,economic policy,MT 1606 economic policy,16 ECONOMICS
Topic 2,average price,average price,prix moyen,2,2,descriptor,http://eurovoc.europa.eu/2683,prices,MT 2451 prices,24 FINANCE
Topic 2,level production,level of production,production,3,1,used_for,http://eurovoc.europa.eu/2707,level of production,MT 6406 production,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
Topic 2,level price,price level,indice des prix,2,2,used_for,http://eurovoc.europa.eu/1354,prices policy,MT 2451 prices,24 FINANCE
Topic 2,development agricultural,agricultural development,politique agricole,2,1,used_for,http://eurovoc.europa.eu/2442,agricultural development,MT 5606 agricultural policy,"56 AGRICULTURE, FORESTRY AND FISHERIES"
Topic 2,development production,production development,accroissement de production,2,2,used_for,http://eurovoc.europa.eu/4863,production policy,MT 6406 production,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
Topic 2,development economic,economic development,développement économique,2,1,descriptor,http://eurovoc.europa.eu/427,economic development,MT 1611 economic conditions,16 ECONOMICS
Topic 2,agricultural trade,agricultural trade,échange agricole,2,2,descriptor,http://eurovoc.europa.eu/613,trading operation,MT 2016 trade,20 TRADE
Topic 2,agricultural production,agricultural production,production agricole,2,3,descriptor,http://eurovoc.europa.eu/2709,agricultural productivity,MT 5616 farming systems,"56 AGRICULTURE, FORESTRY AND FISHERIES"
Topic 2,agricultural sector,agricultural sector,secteur agricole,2,3,used_for,http://eurovoc.europa.eu/5886,primary sector,MT 1621 economic structure,16 ECONOMICS
Topic 2,agricultural market,agricultural market,marché agricole,2,2,descriptor,http://eurovoc.europa.eu/1788,agricultural policy,MT 5606 agricultural policy,"56 AGRICULTURE, FORESTRY AND FISHERIES"
Topic 2,energy production,energy production,production d'énergie,2,3,descriptor,http://eurovoc.europa.eu/2715,energy audit,MT 6606 energy policy,66 ENERGY
Topic 2,energy industry,energy industry,industrie énergétique,2,1,descriptor,http://eurovoc.europa.eu/3737,energy industry,MT 6606 energy policy,66 ENERGY
Topic 2,energy price,price of energy,prix de l'énergie,3,3,descriptor,http://eurovoc.europa.eu/2654,energy audit,MT 6606 energy policy,66 ENERGY
Topic 2,energy supply,energy supply,approvisionnement énergétique,2,3,descriptor,http://eurovoc.europa.eu/2312,energy audit,MT 6606 energy policy,66 ENERGY
Topic 2,energy demand,energy demand,demande énergétique,2,3,descriptor,http://eurovoc.europa.eu/378,energy audit,MT 6606 energy policy,66 ENERGY
Topic 2,energy consumption,energy consumption,consommation d'énergie,2,3,descriptor,http://eurovoc.europa.eu/142,energy audit,MT 6606 energy policy,66 ENERGY
Topic 2,oil production,oil production,production de pétrole,2,2,used_for,http://eurovoc.europa.eu/3767,oil industry,MT 6616 oil industry,66 ENERGY
Topic 2,oil industry,oil industry,industrie pétrolière,2,1,descriptor,http://eurovoc.europa.eu/1414,oil industry,MT 6616 oil industry,66 ENERGY
Topic 2,production reduction,reduction of production,quota de production,3,2,used_for,http://eurovoc.europa.eu/3633,production policy,MT 6406 production,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
Topic 2,production increase,increase in production,accroissement de production,3,2,descriptor,http://eurovoc.europa.eu/4863,production policy,MT 6406 production,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
Topic 2,production growth,growth of production,accroissement de production,3,2,used_for,http://eurovoc.europa.eu/4863,production policy,MT 6406 production,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
Topic 2,production growth,production growth,accroissement de production,2,2,used_for,http://eurovoc.europa.eu/4863,production policy,MT 6406 production,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
Topic 2,rate growth,growth rate,croissance économique,2,2,used_for,http://eurovoc.europa.eu/310,economic development,MT 1611 economic conditions,16 ECONOMICS
Topic 2,reduction price,price reduction,baisse des prix,2,2,descriptor,http://eurovoc.europa.eu/4623,price fluctuation,MT 2451 prices,24 FINANCE
Topic 2,rise price,price rise,augmentation des prix,2,2,used_for,http://eurovoc.europa.eu/4146,price fluctuation,MT 2451 prices,24 FINANCE
Topic 2,increase price,price increase,augmentation des prix,2,2,descriptor,http://eurovoc.europa.eu/4146,price fluctuation,MT 2451 prices,24 FINANCE
Topic 2,economic growth,economic growth,croissance économique,2,2,descriptor,http://eurovoc.europa.eu/310,economic development,MT 1611 economic conditions,16 ECONOMICS
Topic 2,economic sector,economic sector,secteur économique,2,1,descriptor,http://eurovoc.europa.eu/4006,economic sector,MT 1621 economic structure,16 ECONOMICS
Topic 3,european community,European Community,Communauté européenne,2,2,descriptor,http://eurovoc.europa.eu/5343,European Communities,MT 1016 European construction,10 EUROPEAN UNION
Topic 3,description product,product description,dénomination du produit,2,4,used_for,http://eurovoc.europa.eu/5573,product quality,MT 2026 consumption,20 TRADE
Topic 3,heading tariff,tariff heading,nomenclature tarifaire,2,2,used_for,http://eurovoc.europa.eu/2069,customs tariff,MT 2011 tariff policy,20 TRADE
Topic 3,agreement tariff,tariff agreement,accord tarifaire,2,2,descriptor,http://eurovoc.europa.eu/4836,tariff policy,MT 2011 tariff policy,20 TRADE
Topic 3,republic hellenic,Hellenic Republic,Grèce,2,2,used_for,http://eurovoc.europa.eu/1182,Southern Europe || EU Member State || OECD countries || Council of Europe countries || NATO countries || WEU countries,MT 7206 Europe || MT 7231 economic geography || MT 7236 political geography,72 GEOGRAPHY
Topic 3,protocol sugar,protocol on sugar,protocole sucre,3,2,descriptor,http://eurovoc.europa.eu/2851,trade relations,MT 2021 international trade,20 TRADE
Topic 3,fresh product,fresh product,produit frais,2,2,descriptor,http://eurovoc.europa.eu/5232,foodstuff,MT 6026 foodstuff,60 AGRI-FOODSTUFFS
Topic 3,fresh fruit,fresh fruit,fruit frais,2,2,descriptor,http://eurovoc.europa.eu/1119,fruit,MT 6006 plant product,60 AGRI-FOODSTUFFS
Topic 3,originating product,originating product,produit originaire,2,2,descriptor,http://eurovoc.europa.eu/2771,international trade,MT 2021 international trade,20 TRADE
Topic 3,customs tariff,customs tariff,tarif douanier,2,1,descriptor,http://eurovoc.europa.eu/4380,customs tariff,MT 2011 tariff policy,20 TRADE
Topic 3,product fruit,fruit product,produit à base de fruits,2,2,descriptor,http://eurovoc.europa.eu/2730,processed food product,MT 6026 foodstuff,60 AGRI-FOODSTUFFS
Topic 3,product sugar,sugar product,produit à base de sucre,2,2,descriptor,http://eurovoc.europa.eu/2733,processed food product,MT 6026 foodstuff,60 AGRI-FOODSTUFFS
Topic 3,product metal,metal product,produit métallique,2,2,descriptor,http://eurovoc.europa.eu/2766,metallurgical industry,"MT 6816 iron, steel and other metal industries",68 INDUSTRY
Topic 3,product iron,iron product,produit de forge,2,2,descriptor,http://eurovoc.europa.eu/3828,metallurgical industry,"MT 6816 iron, steel and other metal industries",68 INDUSTRY
Topic 3,product wood,wood product,produit du bois,2,2,descriptor,http://eurovoc.europa.eu/2754,wood industry,MT 6836 wood industry,68 INDUSTRY
Topic 3,manufacture sugar,sugar manufacture,industrie du sucre,2,2,used_for,http://eurovoc.europa.eu/1394,food industry,MT 6031 agri-foodstuffs,60 AGRI-FOODSTUFFS
Topic 3,fruit sugar,fruit sugar,sucre,2,1,used_for,http://eurovoc.europa.eu/4314,fruit sugar,MT 6021 beverages and sugar,60 AGRI-FOODSTUFFS
Topic 4,european countries,European countries,Europe,2,1,used_for,http://eurovoc.europa.eu/909,European countries,MT 7206 Europe,72 GEOGRAPHY
Topic 4,european industry,European industry,espace industriel européen,2,3,used_for,http://eurovoc.europa.eu/3616,EU industrial policy,MT 6806 industrial structures and policy,68 INDUSTRY
Topic 4,european commission,European Commission,Commission européenne,2,2,descriptor,http://eurovoc.europa.eu/4038,EU institution,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
Topic 4,european council,European Council,Conseil européen,2,2,descriptor,http://eurovoc.europa.eu/128,EU institution,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
Topic 4,european cooperation,European cooperation,coopération européenne,2,2,descriptor,http://eurovoc.europa.eu/210,cooperation policy,MT 0811 cooperation policy,08 INTERNATIONAL RELATIONS
Topic 4,european community,European Community,Communauté européenne,2,2,descriptor,http://eurovoc.europa.eu/5343,European Communities,MT 1016 European construction,10 EUROPEAN UNION
Topic 4,member commission,member of the Commission,commissaire européen,4,3,used_for,http://eurovoc.europa.eu/4044,European Commission,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
Topic 4,field research,field research,recherche sur le terrain,2,2,descriptor,http://eurovoc.europa.eu/6305,research,MT 6416 research and intellectual property,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
Topic 4,action industrial,industrial action,conflit du travail,2,2,used_for,http://eurovoc.europa.eu/98,labour relations,MT 4426 labour law and labour relations,44 EMPLOYMENT AND WORKING CONDITIONS
Topic 4,action community,Community action,action de l'UE,2,3,used_for,http://eurovoc.europa.eu/5413,EU activity,MT 1016 European construction,10 EUROPEAN UNION
Topic 4,action programme,action programme,programme d'action,2,2,descriptor,http://eurovoc.europa.eu/2792,management,MT 4021 management,40 BUSINESS AND COMPETITION
Topic 4,training level,level of training,niveau d'enseignement,3,1,used_for,http://eurovoc.europa.eu/2059,level of training,MT 3211 teaching,32 EDUCATION AND COMMUNICATIONS
Topic 4,training technical,technical training,enseignement technique,2,2,used_for,http://eurovoc.europa.eu/801,vocational education,MT 3211 teaching,32 EDUCATION AND COMMUNICATIONS
Topic 4,training industrial,industrial training,enseignement technique,2,2,used_for,http://eurovoc.europa.eu/801,vocational education,MT 3211 teaching,32 EDUCATION AND COMMUNICATIONS
Topic 4,level employment,employment level,marché du travail,2,1,used_for,http://eurovoc.europa.eu/1802,employment level,MT 4411 labour market,44 EMPLOYMENT AND WORKING CONDITIONS
Topic 4,workers international,Workers International,internationale ouvrière,2,2,descriptor,http://eurovoc.europa.eu/1478,political ideology,MT 0406 political framework,04 POLITICS
Topic 4,system information,information system,système d'information,2,2,descriptor,http://eurovoc.europa.eu/4359,information,MT 3231 information and information processing,32 EDUCATION AND COMMUNICATIONS
Topic 4,system social,social system,structure sociale,2,1,used_for,http://eurovoc.europa.eu/4305,social system,MT 2821 social framework,28 SOCIAL QUESTIONS
Topic 4,system economic,economic system,régime économique,2,1,descriptor,http://eurovoc.europa.eu/3013,economic system,MT 1621 economic structure,16 ECONOMICS
Topic 4,support policy,support policy,politique de soutien,2,3,descriptor,http://eurovoc.europa.eu/2483,intervention policy,MT 1606 economic policy,16 ECONOMICS
Topic 4,support economic,economic support,soutien économique,2,1,descriptor,http://eurovoc.europa.eu/712,economic support,MT 1606 economic policy,16 ECONOMICS
Topic 4,support community,Community support,aide de l'UE,2,2,used_for,http://eurovoc.europa.eu/862,economic support,MT 1606 economic policy,16 ECONOMICS
Topic 4,information industry,information industry,industrie de l'information,2,2,descriptor,http://eurovoc.europa.eu/1367,information policy,MT 3231 information and information processing,32 EDUCATION AND COMMUNICATIONS
Topic 4,information public,public information,accès à l'information,2,2,used_for,http://eurovoc.europa.eu/453,information policy,MT 3231 information and information processing,32 EDUCATION AND COMMUNICATIONS
Topic 4,information policy,information policy,politique de l'information,2,1,descriptor,http://eurovoc.europa.eu/2472,information policy,MT 3231 information and information processing,32 EDUCATION AND COMMUNICATIONS
Topic 4,technical committee,technical committee (EU),comité technique (UE),3,3,descriptor,http://eurovoc.europa.eu/6060,committee (EU),MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
Topic 4,technical cooperation,technical cooperation,coopération technique,2,2,descriptor,http://eurovoc.europa.eu/225,cooperation policy,MT 0811 cooperation policy,08 INTERNATIONAL RELATIONS
Topic 4,technical research,technical research,recherche appliquée,2,2,used_for,http://eurovoc.europa.eu/2916,research,MT 6416 research and intellectual property,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
Topic 4,countries developing,developing countries,pays en développement,2,2,descriptor,http://eurovoc.europa.eu/2295,economic development,MT 1611 economic conditions,16 ECONOMICS
Topic 4,industry programmes,programmes industry,industrie des programmes,2,2,descriptor,http://eurovoc.europa.eu/5184,communications industry,MT 3226 communications,32 EDUCATION AND COMMUNICATIONS
Topic 4,international cooperation,international cooperation,coopération internationale,2,2,descriptor,http://eurovoc.europa.eu/216,cooperation policy,MT 0811 cooperation policy,08 INTERNATIONAL RELATIONS
Topic 4,national community,Community national,ressortissant de l'UE,2,3,used_for,http://eurovoc.europa.eu/3526,national,MT 1231 international law,12 LAW
Topic 4,public policy,public policy,politique publique,2,2,descriptor,http://eurovoc.europa.eu/8466,public administration,MT 0436 executive power and public service,04 POLITICS
Topic 4,policy regional,regional policy,politique régionale,2,1,descriptor,http://eurovoc.europa.eu/2515,regional policy,MT 1616 regions and regional policy,16 ECONOMICS
Topic 4,policy cooperation,cooperation policy,politique de coopération,2,1,descriptor,http://eurovoc.europa.eu/3489,cooperation policy,MT 0811 cooperation policy,08 INTERNATIONAL RELATIONS
Topic 4,policy industrial,industrial policy,politique industrielle,2,1,descriptor,http://eurovoc.europa.eu/2507,industrial policy,MT 6806 industrial structures and policy,68 INDUSTRY
Topic 4,policy employment,employment policy,politique de l'emploi,2,1,descriptor,http://eurovoc.europa.eu/2468,employment policy,MT 4406 employment,44 EMPLOYMENT AND WORKING CONDITIONS
Topic 4,policy social,social policy,politique sociale,2,1,descriptor,http://eurovoc.europa.eu/2517,social policy,MT 2826 social affairs,28 SOCIAL QUESTIONS
Topic 4,policy economic,economic policy,politique économique,2,1,descriptor,http://eurovoc.europa.eu/2497,economic policy,MT 1606 economic policy,16 ECONOMICS
Topic 4,policy community,Community policy,politique de l'UE,2,3,used_for,http://eurovoc.europa.eu/2451,EU activity,MT 1016 European construction,10 EUROPEAN UNION
Topic 4,policy development,development policy,politique de développement,2,2,descriptor,http://eurovoc.europa.eu/2465,economic policy,MT 1606 economic policy,16 ECONOMICS
Topic 4,policy research,research policy,politique de la recherche,2,1,descriptor,http://eurovoc.europa.eu/2478,research policy,MT 6416 research and intellectual property,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
Topic 4,committee employment,Employment Committee,comité de l'emploi (UE),2,3,used_for,http://eurovoc.europa.eu/6346,EU employment policy,MT 4406 employment,44 EMPLOYMENT AND WORKING CONDITIONS
Topic 4,committee employment,Employment Committee (EU),comité de l'emploi (UE),3,3,descriptor,http://eurovoc.europa.eu/6346,EU employment policy,MT 4406 employment,44 EMPLOYMENT AND WORKING CONDITIONS
Topic 4,council cooperation,cooperation council,conseil d'association (UE),2,3,used_for,http://eurovoc.europa.eu/116,joint body (EU),MT 1016 European construction,10 EUROPEAN UNION
Topic 4,regional cooperation,regional cooperation,coopération régionale,2,2,descriptor,http://eurovoc.europa.eu/221,cooperation policy,MT 0811 cooperation policy,08 INTERNATIONAL RELATIONS
Topic 4,regional development,regional development,développement régional,2,2,descriptor,http://eurovoc.europa.eu/431,regional policy,MT 1616 regions and regional policy,16 ECONOMICS
Topic 4,regional study,regional study,géographie régionale,2,3,used_for,http://eurovoc.europa.eu/6389,geography,MT 3606 natural and applied sciences,36 SCIENCE
Topic 4,cooperation industrial,industrial cooperation,coopération industrielle,2,2,descriptor,http://eurovoc.europa.eu/213,cooperation policy,MT 0811 cooperation policy,08 INTERNATIONAL RELATIONS
Topic 4,cooperation economic,economic cooperation,coopération économique,2,2,descriptor,http://eurovoc.europa.eu/209,cooperation policy,MT 0811 cooperation policy,08 INTERNATIONAL RELATIONS
Topic 4,industrial development,industrial development,développement industriel,2,2,descriptor,http://eurovoc.europa.eu/429,industrial policy,MT 6806 industrial structures and policy,68 INDUSTRY
Topic 4,industrial project,industrial project,projet industriel,2,2,descriptor,http://eurovoc.europa.eu/2802,industrial policy,MT 6806 industrial structures and policy,68 INDUSTRY
Topic 4,industrial research,industrial research,recherche industrielle,2,2,descriptor,http://eurovoc.europa.eu/2922,research,MT 6416 research and intellectual property,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
Topic 4,services social,social services,service social,2,2,descriptor,http://eurovoc.europa.eu/4143,welfare,MT 2836 social protection,28 SOCIAL QUESTIONS
Topic 4,social work,social work,travail social,2,2,descriptor,http://eurovoc.europa.eu/3360,welfare,MT 2836 social protection,28 SOCIAL QUESTIONS
Topic 4,social development,social development,développement social,2,2,descriptor,http://eurovoc.europa.eu/432,social life,MT 2826 social affairs,28 SOCIAL QUESTIONS
Topic 4,social research,social research,analyse sociale,2,1,used_for,http://eurovoc.europa.eu/1820,social research,MT 2821 social framework,28 SOCIAL QUESTIONS
Topic 4,economic development,economic development,développement économique,2,1,descriptor,http://eurovoc.europa.eu/427,economic development,MT 1611 economic conditions,16 ECONOMICS
Topic 4,economic study,economic study,analyse économique,2,1,used_for,http://eurovoc.europa.eu/1800,economic study,MT 1631 economic analysis,16 ECONOMICS
Topic 4,community programme,Community programme,programme de l'UE,2,4,used_for,http://eurovoc.europa.eu/5315,EU action,MT 1016 European construction,10 EUROPEAN UNION
Topic 4,work study,work study,étude du travail,2,2,descriptor,http://eurovoc.europa.eu/896,organisation of work,MT 4416 organisation of work and working conditions,44 EMPLOYMENT AND WORKING CONDITIONS
Topic 4,work programme,work programme,programme d'action,2,2,used_for,http://eurovoc.europa.eu/2792,management,MT 4021 management,40 BUSINESS AND COMPETITION
Topic 4,development project,development project,plan de développement,2,2,used_for,http://eurovoc.europa.eu/2393,economic planning,MT 1606 economic policy,16 ECONOMICS
Topic 4,development programme,development programme,plan de développement,2,2,used_for,http://eurovoc.europa.eu/2393,economic planning,MT 1606 economic policy,16 ECONOMICS
Topic 4,project research,research project,projet de recherche,2,2,descriptor,http://eurovoc.europa.eu/2801,research policy,MT 6416 research and intellectual property,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
Topic 4,research programme,research programme,programme de recherche,2,2,descriptor,http://eurovoc.europa.eu/2795,research policy,MT 6416 research and intellectual property,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
Topic 5,eec treaty,EEC Treaty,traité CEE,2,2,descriptor,http://eurovoc.europa.eu/4481,European treaties,MT 1011 European Union law,10 EUROPEAN UNION
Topic 5,member commission,member of the Commission,commissaire européen,4,3,used_for,http://eurovoc.europa.eu/4044,European Commission,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
Topic 5,community european,European Community,Communauté européenne,2,2,descriptor,http://eurovoc.europa.eu/5343,European Communities,MT 1016 European construction,10 EUROPEAN UNION
Topic 5,community opinion,Community opinion,avis (UE),2,2,used_for,http://eurovoc.europa.eu/6284,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 5,community accession,accession to the Community,adhésion à l'Union européenne,4,2,used_for,http://eurovoc.europa.eu/12,enlargement of the Union,MT 1016 European construction,10 EUROPEAN UNION
Topic 5,community regulation,Community regulation,règlement (UE),2,2,used_for,http://eurovoc.europa.eu/3102,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 5,community decision,Community decision,décision (UE),2,2,used_for,http://eurovoc.europa.eu/349,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 5,community directive,Community directive,directive (UE),2,2,used_for,http://eurovoc.europa.eu/449,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 5,trade treaty,trade treaty,accord commercial,2,2,used_for,http://eurovoc.europa.eu/1567,trade relations,MT 2021 international trade,20 TRADE
Topic 5,trade agreement,trade agreement,accord commercial,2,2,descriptor,http://eurovoc.europa.eu/1567,trade relations,MT 2021 international trade,20 TRADE
Topic 5,trade agreement,trade agreement (EU),accord commercial (UE),3,3,descriptor,http://eurovoc.europa.eu/5403,agreement (EU),MT 1016 European construction,10 EUROPEAN UNION
Topic 5,european countries,European countries,Europe,2,1,used_for,http://eurovoc.europa.eu/909,European countries,MT 7206 Europe,72 GEOGRAPHY
Topic 5,european council,European Council,Conseil européen,2,2,descriptor,http://eurovoc.europa.eu/128,EU institution,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
Topic 5,european commission,European Commission,Commission européenne,2,2,descriptor,http://eurovoc.europa.eu/4038,EU institution,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
Topic 5,economic conditions,economic conditions,condition économique,2,1,descriptor,http://eurovoc.europa.eu/84,economic conditions,MT 1611 economic conditions,16 ECONOMICS
Topic 5,economic agreement,economic agreement,accord économique,2,2,descriptor,http://eurovoc.europa.eu/2928,international agreement,MT 0806 international affairs,08 INTERNATIONAL RELATIONS
Topic 5,opinion council,opinion of the Council,avis du Conseil,4,3,descriptor,http://eurovoc.europa.eu/445228,opinion (EU),MT 1011 European Union law,10 EUROPEAN UNION
Topic 5,opinion commission,opinion of the Commission,avis de la Commission,4,3,descriptor,http://eurovoc.europa.eu/445203,opinion (EU),MT 1011 European Union law,10 EUROPEAN UNION
Topic 5,accession application,application for accession,adhésion à l'Union européenne,3,2,used_for,http://eurovoc.europa.eu/12,enlargement of the Union,MT 1016 European construction,10 EUROPEAN UNION
Topic 5,regulation council,Council Regulation,règlement (UE),2,2,used_for,http://eurovoc.europa.eu/3102,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 5,regulation commission,Commission Regulation,règlement (UE),2,2,used_for,http://eurovoc.europa.eu/3102,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 5,procedure rules,rules of procedure,règlement intérieur,3,2,descriptor,http://eurovoc.europa.eu/3561,institutional activity,MT 0431 politics and public safety,04 POLITICS
Topic 5,council decision,Council Decision,décision (UE),2,2,used_for,http://eurovoc.europa.eu/349,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 5,council directive,Council Directive,directive (UE),2,2,used_for,http://eurovoc.europa.eu/449,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 5,commission decision,Commission Decision,décision (UE),2,2,used_for,http://eurovoc.europa.eu/349,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 5,commission proposal,Commission proposal,proposition (UE),2,3,used_for,http://eurovoc.europa.eu/2809,drafting of EU law,MT 1011 European Union law,10 EUROPEAN UNION
Topic 5,commission directive,Commission Directive,directive (UE),2,2,used_for,http://eurovoc.europa.eu/449,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 6,member country,member country,pays membre,2,2,descriptor,http://eurovoc.europa.eu/2298,cooperation policy,MT 0811 cooperation policy,08 INTERNATIONAL RELATIONS
Topic 6,european movement,European Movement,mouvement européen,2,3,descriptor,http://eurovoc.europa.eu/2008,European integration,MT 1016 European construction,10 EUROPEAN UNION
Topic 6,european communities,European Communities,Communautés européennes,2,1,descriptor,http://eurovoc.europa.eu/26,European Communities,MT 1016 European construction,10 EUROPEAN UNION
Topic 6,certificate movement,movement certificate,certificat de circulation,2,3,descriptor,http://eurovoc.europa.eu/5368,customs document,MT 2011 tariff policy,20 TRADE
Topic 6,certificate origin,certificate of origin,certificat d'origine,3,3,descriptor,http://eurovoc.europa.eu/5367,originating product,MT 2021 international trade,20 TRADE
Topic 6,certificate import,import certificate,licence d'importation,2,3,used_for,http://eurovoc.europa.eu/1644,customs document,MT 2011 tariff policy,20 TRADE
Topic 6,duties customs,customs duties,droits de douane,2,2,descriptor,http://eurovoc.europa.eu/4078,customs tariff,MT 2011 tariff policy,20 TRADE
Topic 6,issue international,international issue,question internationale,2,1,descriptor,http://eurovoc.europa.eu/3476,international issue,MT 0816 international balance,08 INTERNATIONAL RELATIONS
Topic 6,means transport,means of transport,moyen de transport,3,1,descriptor,http://eurovoc.europa.eu/2015,means of transport,MT 4811 organisation of transport,48 TRANSPORT
Topic 6,territory customs,customs territory (EU),territoire douanier (UE),3,2,descriptor,http://eurovoc.europa.eu/3178,common tariff policy,MT 2011 tariff policy,20 TRADE
Topic 6,road country,country road,voie rurale,2,4,descriptor,http://eurovoc.europa.eu/4739,road network,MT 4816 land transport,48 TRANSPORT
Topic 6,road traffic,road traffic,circulation routière,2,3,descriptor,http://eurovoc.europa.eu/3127,road transport,MT 4816 land transport,48 TRANSPORT
Topic 6,road transport,road transport,transport routier,2,2,descriptor,http://eurovoc.europa.eu/4533,land transport,MT 4816 land transport,48 TRANSPORT
Topic 6,air navigation,air navigation,circulation aérienne,2,2,used_for,http://eurovoc.europa.eu/2039,air transport,MT 4826 air and space transport,48 TRANSPORT
Topic 6,air traffic,air traffic,circulation aérienne,2,2,descriptor,http://eurovoc.europa.eu/2039,air transport,MT 4826 air and space transport,48 TRANSPORT
Topic 6,air transport,air transport,transport aérien,2,1,descriptor,http://eurovoc.europa.eu/4505,air transport,MT 4826 air and space transport,48 TRANSPORT
Topic 6,treaty international,international treaty,accord international,2,1,used_for,http://eurovoc.europa.eu/3461,international treaty,MT 0806 international affairs,08 INTERNATIONAL RELATIONS
Topic 6,carriage railway,railway carriage,véhicule sur rails,2,3,used_for,http://eurovoc.europa.eu/4657,rail transport,MT 4816 land transport,48 TRANSPORT
Topic 6,carriage goods,carriage of goods,transport de marchandises,3,2,descriptor,http://eurovoc.europa.eu/4509,organisation of transport,MT 4811 organisation of transport,48 TRANSPORT
Topic 6,international traffic,international traffic,transport international,2,2,used_for,http://eurovoc.europa.eu/4519,destination of transport,MT 4811 organisation of transport,48 TRANSPORT
Topic 6,international transport,international transport,transport international,2,2,descriptor,http://eurovoc.europa.eu/4519,destination of transport,MT 4811 organisation of transport,48 TRANSPORT
Topic 6,international tariff,international tariff,tarif international,2,3,descriptor,http://eurovoc.europa.eu/5214,transportation tariff,MT 4806 transport policy,48 TRANSPORT
Topic 6,origin goods,origin of goods,produit originaire,3,2,used_for,http://eurovoc.europa.eu/2771,international trade,MT 2021 international trade,20 TRADE
Topic 6,destination transport,destination of transport,localisation du transport,3,1,descriptor,http://eurovoc.europa.eu/3098,destination of transport,MT 4811 organisation of transport,48 TRANSPORT
