topic_id,tokens1_19,match,ngramms,profondeur,BT1,MT,Domain
EU_en_Pres2-100_99,projects|project|development|programme|total|rural|equipment|support|construction|implementation|agricultural|technical|eua|ngos|COST|assistance|year|water|ngo,construction,1,2,building industry,MT 6831 building and public works,68 INDUSTRY
EU_en_Pres2-100_99,projects|project|development|programme|total|rural|equipment|support|construction|implementation|agricultural|technical|eua|ngos|COST|assistance|year|water|ngo,implement,1,2,mechanical engineering,MT 6821 mechanical engineering,68 INDUSTRY
EU_en_Pres2-100_99,projects|project|development|programme|total|rural|equipment|support|construction|implementation|agricultural|technical|eua|ngos|COST|assistance|year|water|ngo,agriculture,1,3,primary sector,MT 1621 economic structure,16 ECONOMICS
EU_en_Pres2-100_99,projects|project|development|programme|total|rural|equipment|support|construction|implementation|agricultural|technical|eua|ngos|COST|assistance|year|water|ngo,EUA,1,3,emission allowance,MT 5206 environmental policy,52 ENVIRONMENT
EU_en_Pres2-100_99,projects|project|development|programme|total|rural|equipment|support|construction|implementation|agricultural|technical|eua|ngos|COST|assistance|year|water|ngo,costing,1,2,management accounting,MT 4026 accounting,40 BUSINESS AND COMPETITION
EU_en_Pres2-100_99,projects|project|development|programme|total|rural|equipment|support|construction|implementation|agricultural|technical|eua|ngos|COST|assistance|year|water|ngo,assistant,1,3,European official,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
EU_en_Pres2-100_99,projects|project|development|programme|total|rural|equipment|support|construction|implementation|agricultural|technical|eua|ngos|COST|assistance|year|water|ngo,water,1,3,aquatic environment,MT 5211 natural environment,52 ENVIRONMENT
EU_en_Pres2-100_99,projects|project|development|programme|total|rural|equipment|support|construction|implementation|agricultural|technical|eua|ngos|COST|assistance|year|water|ngo,NGO,1,1,NGO,MT 7626 non-governmental organisations,76 INTERNATIONAL ORGANISATIONS
EU_en_Pres2-50_0,coal|steel|aid|ECSC|industry|commission|million|decision|AIDS|capacity|production|loan|treaty|iron|article|years|year|measures|restructuring,coal,1,2,coal industry,MT 6611 coal and mining industries,66 ENERGY
EU_en_Pres2-50_0,coal|steel|aid|ECSC|industry|commission|million|decision|AIDS|capacity|production|loan|treaty|iron|article|years|year|measures|restructuring,steel,1,3,iron and steel product,"MT 6816 iron, steel and other metal industries",68 INDUSTRY
EU_en_Pres2-50_0,coal|steel|aid|ECSC|industry|commission|million|decision|AIDS|capacity|production|loan|treaty|iron|article|years|year|measures|restructuring,AIDS,1,4,sexually transmitted disease,MT 2841 health,28 SOCIAL QUESTIONS
EU_en_Pres2-50_0,coal|steel|aid|ECSC|industry|commission|million|decision|AIDS|capacity|production|loan|treaty|iron|article|years|year|measures|restructuring,ECSC,1,2,European Communities,MT 1016 European construction,10 EUROPEAN UNION
EU_en_Pres2-50_0,coal|steel|aid|ECSC|industry|commission|million|decision|AIDS|capacity|production|loan|treaty|iron|article|years|year|measures|restructuring,industrialization,1,2,industrial policy,MT 6806 industrial structures and policy,68 INDUSTRY
EU_en_Pres2-50_0,coal|steel|aid|ECSC|industry|commission|million|decision|AIDS|capacity|production|loan|treaty|iron|article|years|year|measures|restructuring,decision,1,4,regulation,MT 1206 sources and branches of the law,12 LAW
EU_en_Pres2-50_0,coal|steel|aid|ECSC|industry|commission|million|decision|AIDS|capacity|production|loan|treaty|iron|article|years|year|measures|restructuring,AIDS,1,4,sexually transmitted disease,MT 2841 health,28 SOCIAL QUESTIONS
EU_en_Pres2-50_0,coal|steel|aid|ECSC|industry|commission|million|decision|AIDS|capacity|production|loan|treaty|iron|article|years|year|measures|restructuring,production,1,1,production,MT 6406 production,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
EU_en_Pres2-50_0,coal|steel|aid|ECSC|industry|commission|million|decision|AIDS|capacity|production|loan|treaty|iron|article|years|year|measures|restructuring,loan,1,2,credit,MT 2416 financial institutions and credit,24 FINANCE
EU_en_Pres2-50_0,coal|steel|aid|ECSC|industry|commission|million|decision|AIDS|capacity|production|loan|treaty|iron|article|years|year|measures|restructuring,iron,1,3,ferrous metal,"MT 6816 iron, steel and other metal industries",68 INDUSTRY
EU_en_Pres2-50_0,coal|steel|aid|ECSC|industry|commission|million|decision|AIDS|capacity|production|loan|treaty|iron|article|years|year|measures|restructuring,coal industry,2,1,coal industry,MT 6611 coal and mining industries,66 ENERGY
EU_en_Pres2-50_1,tax|trade|duty|community|mark|price|goods|excise|taxes|commission|competition|taxation|VAT|market|products|product|taxable|application|prices,tax,1,1,tax,MT 2446 taxation,24 FINANCE
EU_en_Pres2-50_1,tax|trade|duty|community|mark|price|goods|excise|taxes|commission|competition|taxation|VAT|market|products|product|taxable|application|prices,prices,1,1,prices,MT 2451 prices,24 FINANCE
EU_en_Pres2-50_1,tax|trade|duty|community|mark|price|goods|excise|taxes|commission|competition|taxation|VAT|market|products|product|taxable|application|prices,excision,1,2,social problem,MT 2826 social affairs,28 SOCIAL QUESTIONS
EU_en_Pres2-50_1,tax|trade|duty|community|mark|price|goods|excise|taxes|commission|competition|taxation|VAT|market|products|product|taxable|application|prices,tax,1,1,tax,MT 2446 taxation,24 FINANCE
EU_en_Pres2-50_1,tax|trade|duty|community|mark|price|goods|excise|taxes|commission|competition|taxation|VAT|market|products|product|taxable|application|prices,competitiveness,1,2,business policy,MT 4006 business organisation,40 BUSINESS AND COMPETITION
EU_en_Pres2-50_1,tax|trade|duty|community|mark|price|goods|excise|taxes|commission|competition|taxation|VAT|market|products|product|taxable|application|prices,VAT,1,2,tax on consumption,MT 2446 taxation,24 FINANCE
EU_en_Pres2-50_1,tax|trade|duty|community|mark|price|goods|excise|taxes|commission|competition|taxation|VAT|market|products|product|taxable|application|prices,marketing,1,1,marketing,MT 2031 marketing,20 TRADE
EU_en_Pres2-50_1,tax|trade|duty|community|mark|price|goods|excise|taxes|commission|competition|taxation|VAT|market|products|product|taxable|application|prices,production,1,1,production,MT 6406 production,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
EU_en_Pres2-50_1,tax|trade|duty|community|mark|price|goods|excise|taxes|commission|competition|taxation|VAT|market|products|product|taxable|application|prices,production,1,1,production,MT 6406 production,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
EU_en_Pres2-50_1,tax|trade|duty|community|mark|price|goods|excise|taxes|commission|competition|taxation|VAT|market|products|product|taxable|application|prices,prices,1,1,prices,MT 2451 prices,24 FINANCE
EU_en_Pres2-50_1,tax|trade|duty|community|mark|price|goods|excise|taxes|commission|competition|taxation|VAT|market|products|product|taxable|application|prices,trade tax,2,2,tax on income,MT 2446 taxation,24 FINANCE
EU_en_Pres2-50_2,material|agency|quotas|facility|inventory|nuclear|leather|flax|information|gloves|subject|weight|China|united|facilities|period|including|kingdom|lists,quota,1,3,non-tariff barrier,MT 2021 international trade,20 TRADE
EU_en_Pres2-50_2,material|agency|quotas|facility|inventory|nuclear|leather|flax|information|gloves|subject|weight|China|united|facilities|period|including|kingdom|lists,leather,1,2,leather industry,MT 6841 leather and textile industries,68 INDUSTRY
EU_en_Pres2-50_2,material|agency|quotas|facility|inventory|nuclear|leather|flax|information|gloves|subject|weight|China|united|facilities|period|including|kingdom|lists,flax,1,2,textile plant,MT 6006 plant product,60 AGRI-FOODSTUFFS
EU_en_Pres2-50_2,material|agency|quotas|facility|inventory|nuclear|leather|flax|information|gloves|subject|weight|China|united|facilities|period|including|kingdom|lists,information,1,1,information,MT 3231 information and information processing,32 EDUCATION AND COMMUNICATIONS
EU_en_Pres2-50_2,material|agency|quotas|facility|inventory|nuclear|leather|flax|information|gloves|subject|weight|China|united|facilities|period|including|kingdom|lists,China,1,2,Far East,MT 7226 Asia and Oceania || MT 7231 economic geography,72 GEOGRAPHY
EU_en_Pres2-50_2,material|agency|quotas|facility|inventory|nuclear|leather|flax|information|gloves|subject|weight|China|united|facilities|period|including|kingdom|lists,periodical,1,2,document,MT 3221 documentation,32 EDUCATION AND COMMUNICATIONS
EU_en_Pres2-50_2,material|agency|quotas|facility|inventory|nuclear|leather|flax|information|gloves|subject|weight|China|united|facilities|period|including|kingdom|lists,nuclear materials,2,2,nuclear energy,MT 6621 electrical and nuclear industries,66 ENERGY
EU_en_Pres2-50_3,education|training|social|european|activities|poverty|services|national|health|information|programme|children|study|projects|cultural|people|groups|persons|group,education,1,1,education,MT 3206 education,32 EDUCATION AND COMMUNICATIONS
EU_en_Pres2-50_3,education|training|social|european|activities|poverty|services|national|health|information|programme|children|study|projects|cultural|people|groups|persons|group,train,1,3,rail transport,MT 4816 land transport,48 TRANSPORT
EU_en_Pres2-50_3,education|training|social|european|activities|poverty|services|national|health|information|programme|children|study|projects|cultural|people|groups|persons|group,socialism,1,2,political ideology,MT 0406 political framework,04 POLITICS
EU_en_Pres2-50_3,education|training|social|european|activities|poverty|services|national|health|information|programme|children|study|projects|cultural|people|groups|persons|group,Europeanism,1,3,European integration,MT 1016 European construction,10 EUROPEAN UNION
EU_en_Pres2-50_3,education|training|social|european|activities|poverty|services|national|health|information|programme|children|study|projects|cultural|people|groups|persons|group,poverty,1,3,distribution of income,MT 1626 national accounts,16 ECONOMICS
EU_en_Pres2-50_3,education|training|social|european|activities|poverty|services|national|health|information|programme|children|study|projects|cultural|people|groups|persons|group,service,1,2,goods and services,MT 2026 consumption,20 TRADE
EU_en_Pres2-50_3,education|training|social|european|activities|poverty|services|national|health|information|programme|children|study|projects|cultural|people|groups|persons|group,nationalism,1,2,political ideology,MT 0406 political framework,04 POLITICS
EU_en_Pres2-50_3,education|training|social|european|activities|poverty|services|national|health|information|programme|children|study|projects|cultural|people|groups|persons|group,health,1,1,health,MT 2841 health,28 SOCIAL QUESTIONS
EU_en_Pres2-50_3,education|training|social|european|activities|poverty|services|national|health|information|programme|children|study|projects|cultural|people|groups|persons|group,information,1,1,information,MT 3231 information and information processing,32 EDUCATION AND COMMUNICATIONS
EU_en_Pres2-50_3,education|training|social|european|activities|poverty|services|national|health|information|programme|children|study|projects|cultural|people|groups|persons|group,programmer,1,2,computer systems,MT 3236 information technology and data processing,32 EDUCATION AND COMMUNICATIONS
EU_en_Pres2-50_3,education|training|social|european|activities|poverty|services|national|health|information|programme|children|study|projects|cultural|people|groups|persons|group,children,1,3,distribution by age,MT 2816 demography and population,28 SOCIAL QUESTIONS
EU_en_Pres2-50_3,education|training|social|european|activities|poverty|services|national|health|information|programme|children|study|projects|cultural|people|groups|persons|group,culture,1,1,culture,MT 2831 culture and religion,28 SOCIAL QUESTIONS
EU_en_Pres2-50_3,education|training|social|european|activities|poverty|services|national|health|information|programme|children|study|projects|cultural|people|groups|persons|group,group ,1,3,European Parliament,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
EU_en_Pres2-50_3,education|training|social|european|activities|poverty|services|national|health|information|programme|children|study|projects|cultural|people|groups|persons|group,personality,1,3,psychology,MT 3611 humanities,36 SCIENCE
EU_en_Pres2-50_3,education|training|social|european|activities|poverty|services|national|health|information|programme|children|study|projects|cultural|people|groups|persons|group,group ,1,3,European Parliament,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
EU_en_Pres2-50_3,education|training|social|european|activities|poverty|services|national|health|information|programme|children|study|projects|cultural|people|groups|persons|group,health education,2,2,general education,MT 3211 teaching,32 EDUCATION AND COMMUNICATIONS
EU_en_Pres2-50_4,staff|officials|court|financial|communities|contract|european|regulations|official|officer|year|service|office|article|board|number|revenue|supplies|contracts,staff,1,2,personnel administration,MT 4421 personnel management and staff remuneration,44 EMPLOYMENT AND WORKING CONDITIONS
EU_en_Pres2-50_4,staff|officials|court|financial|communities|contract|european|regulations|official|officer|year|service|office|article|board|number|revenue|supplies|contracts,contract,1,2,civil law,MT 1211 civil law,12 LAW
EU_en_Pres2-50_4,staff|officials|court|financial|communities|contract|european|regulations|official|officer|year|service|office|article|board|number|revenue|supplies|contracts,Europeanism,1,3,European integration,MT 1016 European construction,10 EUROPEAN UNION
EU_en_Pres2-50_4,staff|officials|court|financial|communities|contract|european|regulations|official|officer|year|service|office|article|board|number|revenue|supplies|contracts,regulation,1,3,legislation,MT 1206 sources and branches of the law,12 LAW
EU_en_Pres2-50_4,staff|officials|court|financial|communities|contract|european|regulations|official|officer|year|service|office|article|board|number|revenue|supplies|contracts,service,1,2,goods and services,MT 2026 consumption,20 TRADE
EU_en_Pres2-50_4,staff|officials|court|financial|communities|contract|european|regulations|official|officer|year|service|office|article|board|number|revenue|supplies|contracts,revenue,1,3,operating result,MT 4026 accounting,40 BUSINESS AND COMPETITION
EU_en_Pres2-50_4,staff|officials|court|financial|communities|contract|european|regulations|official|officer|year|service|office|article|board|number|revenue|supplies|contracts,supply,1,1,supply,MT 2016 trade,20 TRADE
EU_en_Pres2-50_4,staff|officials|court|financial|communities|contract|european|regulations|official|officer|year|service|office|article|board|number|revenue|supplies|contracts,contract,1,2,civil law,MT 1211 civil law,12 LAW
EU_en_Pres2-50_5,employment|workers|work|social|working|labour|training|women|hours|law|measures|vocational|equal|jobs|part-time|employers|job|young|conditions,employer,1,2,labour market,MT 4411 labour market,44 EMPLOYMENT AND WORKING CONDITIONS
EU_en_Pres2-50_5,employment|workers|work|social|working|labour|training|women|hours|law|measures|vocational|equal|jobs|part-time|employers|job|young|conditions,worker ,1,2,labour force,MT 4411 labour market,44 EMPLOYMENT AND WORKING CONDITIONS
EU_en_Pres2-50_5,employment|workers|work|social|working|labour|training|women|hours|law|measures|vocational|equal|jobs|part-time|employers|job|young|conditions,work,1,1,work,MT 4416 organisation of work and working conditions,44 EMPLOYMENT AND WORKING CONDITIONS
EU_en_Pres2-50_5,employment|workers|work|social|working|labour|training|women|hours|law|measures|vocational|equal|jobs|part-time|employers|job|young|conditions,socialism,1,2,political ideology,MT 0406 political framework,04 POLITICS
EU_en_Pres2-50_5,employment|workers|work|social|working|labour|training|women|hours|law|measures|vocational|equal|jobs|part-time|employers|job|young|conditions,work,1,1,work,MT 4416 organisation of work and working conditions,44 EMPLOYMENT AND WORKING CONDITIONS
EU_en_Pres2-50_5,employment|workers|work|social|working|labour|training|women|hours|law|measures|vocational|equal|jobs|part-time|employers|job|young|conditions,labourer,1,3,blue-collar worker,MT 4411 labour market,44 EMPLOYMENT AND WORKING CONDITIONS
EU_en_Pres2-50_5,employment|workers|work|social|working|labour|training|women|hours|law|measures|vocational|equal|jobs|part-time|employers|job|young|conditions,train,1,3,rail transport,MT 4816 land transport,48 TRANSPORT
EU_en_Pres2-50_5,employment|workers|work|social|working|labour|training|women|hours|law|measures|vocational|equal|jobs|part-time|employers|job|young|conditions,women,1,3,distribution by sex,MT 2816 demography and population,28 SOCIAL QUESTIONS
EU_en_Pres2-50_5,employment|workers|work|social|working|labour|training|women|hours|law|measures|vocational|equal|jobs|part-time|employers|job|young|conditions,law,1,1,law,MT 1206 sources and branches of the law,12 LAW
EU_en_Pres2-50_5,employment|workers|work|social|working|labour|training|women|hours|law|measures|vocational|equal|jobs|part-time|employers|job|young|conditions,part-time,1,3,non-standard employment,MT 4406 employment,44 EMPLOYMENT AND WORKING CONDITIONS
EU_en_Pres2-50_5,employment|workers|work|social|working|labour|training|women|hours|law|measures|vocational|equal|jobs|part-time|employers|job|young|conditions,employee,1,2,occupational status,MT 4411 labour market,44 EMPLOYMENT AND WORKING CONDITIONS
EU_en_Pres2-50_5,employment|workers|work|social|working|labour|training|women|hours|law|measures|vocational|equal|jobs|part-time|employers|job|young|conditions,employment of women,3,2,employment structure,MT 4406 employment,44 EMPLOYMENT AND WORKING CONDITIONS
EU_en_Pres2-50_5,employment|workers|work|social|working|labour|training|women|hours|law|measures|vocational|equal|jobs|part-time|employers|job|young|conditions,employment law,2,1,employment law,MT 4426 labour law and labour relations,44 EMPLOYMENT AND WORKING CONDITIONS
EU_en_Pres2-50_5,employment|workers|work|social|working|labour|training|women|hours|law|measures|vocational|equal|jobs|part-time|employers|job|young|conditions,part-time employment,2,3,non-standard employment,MT 4406 employment,44 EMPLOYMENT AND WORKING CONDITIONS
EU_en_Pres2-50_6,convention|parties|contracting|sea|party|protocol|international|article|states|paragraph|species|provisions|State|government|force|council|present|accession|pollution,contract,1,2,civil law,MT 1211 civil law,12 LAW
EU_en_Pres2-50_6,convention|parties|contracting|sea|party|protocol|international|article|states|paragraph|species|provisions|State|government|force|council|present|accession|pollution,sea,1,2,geophysical environment,MT 5211 natural environment,52 ENVIRONMENT
EU_en_Pres2-50_6,convention|parties|contracting|sea|party|protocol|international|article|states|paragraph|species|provisions|State|government|force|council|present|accession|pollution,Protocol ,1,2,European treaties,MT 1011 European Union law,10 EUROPEAN UNION
EU_en_Pres2-50_6,convention|parties|contracting|sea|party|protocol|international|article|states|paragraph|species|provisions|State|government|force|council|present|accession|pollution,State,1,1,State,MT 0406 political framework,04 POLITICS
EU_en_Pres2-50_6,convention|parties|contracting|sea|party|protocol|international|article|states|paragraph|species|provisions|State|government|force|council|present|accession|pollution,provision,1,2,accounting,MT 4026 accounting,40 BUSINESS AND COMPETITION
EU_en_Pres2-50_6,convention|parties|contracting|sea|party|protocol|international|article|states|paragraph|species|provisions|State|government|force|council|present|accession|pollution,State,1,1,State,MT 0406 political framework,04 POLITICS
EU_en_Pres2-50_6,convention|parties|contracting|sea|party|protocol|international|article|states|paragraph|species|provisions|State|government|force|council|present|accession|pollution,government,1,2,executive body,MT 0436 executive power and public service,04 POLITICS
EU_en_Pres2-50_6,convention|parties|contracting|sea|party|protocol|international|article|states|paragraph|species|provisions|State|government|force|council|present|accession|pollution,presenter,1,2,communications industry,MT 3226 communications,32 EDUCATION AND COMMUNICATIONS
EU_en_Pres2-50_6,convention|parties|contracting|sea|party|protocol|international|article|states|paragraph|species|provisions|State|government|force|council|present|accession|pollution,pollutant,1,2,nuisance,MT 5216 deterioration of the environment,52 ENVIRONMENT
EU_en_Pres2-50_6,convention|parties|contracting|sea|party|protocol|international|article|states|paragraph|species|provisions|State|government|force|council|present|accession|pollution,international convention,2,2,international instrument,MT 0806 international affairs,08 INTERNATIONAL RELATIONS
EU_en_Pres2-50_7,energy|oil|coal|gas|community|support|electricity|projects|consumption|supply|power|production|nuclear|sources|prices|fuels|council|fuel|crude,coal,1,2,coal industry,MT 6611 coal and mining industries,66 ENERGY
EU_en_Pres2-50_7,energy|oil|coal|gas|community|support|electricity|projects|consumption|supply|power|production|nuclear|sources|prices|fuels|council|fuel|crude,gas,1,3,fuel,MT 6606 energy policy,66 ENERGY
EU_en_Pres2-50_7,energy|oil|coal|gas|community|support|electricity|projects|consumption|supply|power|production|nuclear|sources|prices|fuels|council|fuel|crude,electricity,1,2,electrical industry,MT 6621 electrical and nuclear industries,66 ENERGY
EU_en_Pres2-50_7,energy|oil|coal|gas|community|support|electricity|projects|consumption|supply|power|production|nuclear|sources|prices|fuels|council|fuel|crude,consumption,1,1,consumption,MT 2026 consumption,20 TRADE
EU_en_Pres2-50_7,energy|oil|coal|gas|community|support|electricity|projects|consumption|supply|power|production|nuclear|sources|prices|fuels|council|fuel|crude,supply,1,1,supply,MT 2016 trade,20 TRADE
EU_en_Pres2-50_7,energy|oil|coal|gas|community|support|electricity|projects|consumption|supply|power|production|nuclear|sources|prices|fuels|council|fuel|crude,production,1,1,production,MT 6406 production,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
EU_en_Pres2-50_7,energy|oil|coal|gas|community|support|electricity|projects|consumption|supply|power|production|nuclear|sources|prices|fuels|council|fuel|crude,prices,1,1,prices,MT 2451 prices,24 FINANCE
EU_en_Pres2-50_7,energy|oil|coal|gas|community|support|electricity|projects|consumption|supply|power|production|nuclear|sources|prices|fuels|council|fuel|crude,fuel,1,2,energy industry,MT 6606 energy policy,66 ENERGY
EU_en_Pres2-50_7,energy|oil|coal|gas|community|support|electricity|projects|consumption|supply|power|production|nuclear|sources|prices|fuels|council|fuel|crude,fuel,1,2,energy industry,MT 6606 energy policy,66 ENERGY
EU_en_Pres2-50_7,energy|oil|coal|gas|community|support|electricity|projects|consumption|supply|power|production|nuclear|sources|prices|fuels|council|fuel|crude,energy supply,2,3,energy audit,MT 6606 energy policy,66 ENERGY
EU_en_Pres2-50_7,energy|oil|coal|gas|community|support|electricity|projects|consumption|supply|power|production|nuclear|sources|prices|fuels|council|fuel|crude,energy production,2,3,energy audit,MT 6606 energy policy,66 ENERGY
EU_en_Pres2-50_7,energy|oil|coal|gas|community|support|electricity|projects|consumption|supply|power|production|nuclear|sources|prices|fuels|council|fuel|crude,nuclear energy,2,1,nuclear energy,MT 6621 electrical and nuclear industries,66 ENERGY
EU_en_Pres2-50_7,energy|oil|coal|gas|community|support|electricity|projects|consumption|supply|power|production|nuclear|sources|prices|fuels|council|fuel|crude,price of energy,3,3,energy audit,MT 6606 energy policy,66 ENERGY
EU_en_Pres2-50_8,GATT|tariff|cheese|products|trade|concessions|negotiations|import|community|offer|free|zealand|offered|united|arrangement|beef|code|rate|frozen,GATT,1,3,trade agreement,MT 2021 international trade,20 TRADE
EU_en_Pres2-50_8,GATT|tariff|cheese|products|trade|concessions|negotiations|import|community|offer|free|zealand|offered|united|arrangement|beef|code|rate|frozen,tariff,1,3,fixing of prices,MT 2451 prices,24 FINANCE
EU_en_Pres2-50_8,GATT|tariff|cheese|products|trade|concessions|negotiations|import|community|offer|free|zealand|offered|united|arrangement|beef|code|rate|frozen,cheese,1,2,milk product,MT 6016 processed agricultural produce,60 AGRI-FOODSTUFFS
EU_en_Pres2-50_8,GATT|tariff|cheese|products|trade|concessions|negotiations|import|community|offer|free|zealand|offered|united|arrangement|beef|code|rate|frozen,production,1,1,production,MT 6406 production,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
EU_en_Pres2-50_8,GATT|tariff|cheese|products|trade|concessions|negotiations|import|community|offer|free|zealand|offered|united|arrangement|beef|code|rate|frozen,import,1,2,trading operation,MT 2016 trade,20 TRADE
EU_en_Pres2-50_8,GATT|tariff|cheese|products|trade|concessions|negotiations|import|community|offer|free|zealand|offered|united|arrangement|beef|code|rate|frozen,beef,1,3,meat,MT 6011 animal product,60 AGRI-FOODSTUFFS
EU_en_Pres2-50_8,GATT|tariff|cheese|products|trade|concessions|negotiations|import|community|offer|free|zealand|offered|united|arrangement|beef|code|rate|frozen,coding,1,2,data processing,MT 3236 information technology and data processing,32 EDUCATION AND COMMUNICATIONS
EU_en_Pres2-50_8,GATT|tariff|cheese|products|trade|concessions|negotiations|import|community|offer|free|zealand|offered|united|arrangement|beef|code|rate|frozen,rates,1,2,tax on income,MT 2446 taxation,24 FINANCE
EU_en_Pres2-50_9,regulation|eec|article|council|regard|european|community|proposal|commission|member|amended|states|applicable|treaty|economic|thereof|establishing|account|force,regulation,1,3,legislation,MT 1206 sources and branches of the law,12 LAW
EU_en_Pres2-50_9,regulation|eec|article|council|regard|european|community|proposal|commission|member|amended|states|applicable|treaty|economic|thereof|establishing|account|force,EEC,1,2,European Communities,MT 1016 European construction,10 EUROPEAN UNION
EU_en_Pres2-50_9,regulation|eec|article|council|regard|european|community|proposal|commission|member|amended|states|applicable|treaty|economic|thereof|establishing|account|force,Europeanism,1,3,European integration,MT 1016 European construction,10 EUROPEAN UNION
EU_en_Pres2-50_9,regulation|eec|article|council|regard|european|community|proposal|commission|member|amended|states|applicable|treaty|economic|thereof|establishing|account|force,proposal ,1,3,drafting of EU law,MT 1011 European Union law,10 EUROPEAN UNION
EU_en_Pres2-50_9,regulation|eec|article|council|regard|european|community|proposal|commission|member|amended|states|applicable|treaty|economic|thereof|establishing|account|force,amendment,1,2,legislative procedure,MT 0426 parliamentary proceedings,04 POLITICS
EU_en_Pres2-50_9,regulation|eec|article|council|regard|european|community|proposal|commission|member|amended|states|applicable|treaty|economic|thereof|establishing|account|force,State,1,1,State,MT 0406 political framework,04 POLITICS
EU_en_Pres2-50_9,regulation|eec|article|council|regard|european|community|proposal|commission|member|amended|states|applicable|treaty|economic|thereof|establishing|account|force,economics,1,2,social sciences,MT 3611 humanities,36 SCIENCE
EU_en_Pres2-50_9,regulation|eec|article|council|regard|european|community|proposal|commission|member|amended|states|applicable|treaty|economic|thereof|establishing|account|force,establishment,1,2,company structure,MT 4006 business organisation,40 BUSINESS AND COMPETITION
EU_en_Pres2-50_9,regulation|eec|article|council|regard|european|community|proposal|commission|member|amended|states|applicable|treaty|economic|thereof|establishing|account|force,accounting,1,1,accounting,MT 4026 accounting,40 BUSINESS AND COMPETITION
EU_en_Pres2-50_10,aid|agricultural|measures|areas|number|production|eec|farms|holdings|development|directive|measure|farming|regions|premium|total|agriculture|u.a|area,AIDS,1,4,sexually transmitted disease,MT 2841 health,28 SOCIAL QUESTIONS
EU_en_Pres2-50_10,aid|agricultural|measures|areas|number|production|eec|farms|holdings|development|directive|measure|farming|regions|premium|total|agriculture|u.a|area,agriculture,1,3,primary sector,MT 1621 economic structure,16 ECONOMICS
EU_en_Pres2-50_10,aid|agricultural|measures|areas|number|production|eec|farms|holdings|development|directive|measure|farming|regions|premium|total|agriculture|u.a|area,production,1,1,production,MT 6406 production,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
EU_en_Pres2-50_10,aid|agricultural|measures|areas|number|production|eec|farms|holdings|development|directive|measure|farming|regions|premium|total|agriculture|u.a|area,EEC,1,2,European Communities,MT 1016 European construction,10 EUROPEAN UNION
EU_en_Pres2-50_10,aid|agricultural|measures|areas|number|production|eec|farms|holdings|development|directive|measure|farming|regions|premium|total|agriculture|u.a|area,farm,1,1,farm,MT 5616 farming systems,"56 AGRICULTURE, FORESTRY AND FISHERIES"
EU_en_Pres2-50_10,aid|agricultural|measures|areas|number|production|eec|farms|holdings|development|directive|measure|farming|regions|premium|total|agriculture|u.a|area,directive,1,4,regulation,MT 1206 sources and branches of the law,12 LAW
EU_en_Pres2-50_10,aid|agricultural|measures|areas|number|production|eec|farms|holdings|development|directive|measure|farming|regions|premium|total|agriculture|u.a|area,farm,1,1,farm,MT 5616 farming systems,"56 AGRICULTURE, FORESTRY AND FISHERIES"
EU_en_Pres2-50_10,aid|agricultural|measures|areas|number|production|eec|farms|holdings|development|directive|measure|farming|regions|premium|total|agriculture|u.a|area,region,1,2,regional and local authorities,MT 0436 executive power and public service,04 POLITICS
EU_en_Pres2-50_10,aid|agricultural|measures|areas|number|production|eec|farms|holdings|development|directive|measure|farming|regions|premium|total|agriculture|u.a|area,agriculture,1,3,primary sector,MT 1621 economic structure,16 ECONOMICS
EU_en_Pres2-50_10,aid|agricultural|measures|areas|number|production|eec|farms|holdings|development|directive|measure|farming|regions|premium|total|agriculture|u.a|area,UA,1,,,,
EU_en_Pres2-50_10,aid|agricultural|measures|areas|number|production|eec|farms|holdings|development|directive|measure|farming|regions|premium|total|agriculture|u.a|area,production aid,2,2,economic support,MT 1606 economic policy,16 ECONOMICS
EU_en_Pres2-50_10,aid|agricultural|measures|areas|number|production|eec|farms|holdings|development|directive|measure|farming|regions|premium|total|agriculture|u.a|area,development aid,2,2,aid policy,MT 0811 cooperation policy,08 INTERNATIONAL RELATIONS
EU_en_Pres2-50_10,aid|agricultural|measures|areas|number|production|eec|farms|holdings|development|directive|measure|farming|regions|premium|total|agriculture|u.a|area,regional aid,2,2,economic support,MT 1606 economic policy,16 ECONOMICS
EU_en_Pres2-50_10,aid|agricultural|measures|areas|number|production|eec|farms|holdings|development|directive|measure|farming|regions|premium|total|agriculture|u.a|area,agricultural area,2,3,rural region,MT 1616 regions and regional policy,16 ECONOMICS
EU_en_Pres2-50_11,fishing|vessels|community|zone|species|catches|fishery|fish|fisheries|vessel|sea|stocks|catch|north|measures|quotas|ices|waters|herring,fish,1,2,fishery resources,MT 5641 fisheries,"56 AGRICULTURE, FORESTRY AND FISHERIES"
