topic_id,tokens,term,dist,french,length,profondeur,category,link,bt1,mt,domain
Topic 93,account,account,0,compte,1,2,descriptor,http://eurovoc.europa.eu/61,accounting,MT 4026 accounting,40 BUSINESS AND COMPETITION
Topic 36,account,account,0,compte,1,2,descriptor,http://eurovoc.europa.eu/61,accounting,MT 4026 accounting,40 BUSINESS AND COMPETITION
Topic 166,account,account,0,compte,1,2,descriptor,http://eurovoc.europa.eu/61,accounting,MT 4026 accounting,40 BUSINESS AND COMPETITION
Topic 229,account,account,0,compte,1,2,descriptor,http://eurovoc.europa.eu/61,accounting,MT 4026 accounting,40 BUSINESS AND COMPETITION
Topic 123,account,account,0,compte,1,2,descriptor,http://eurovoc.europa.eu/61,accounting,MT 4026 accounting,40 BUSINESS AND COMPETITION
Topic 2,acid,acid,0,acide,1,2,descriptor,http://eurovoc.europa.eu/5035,chemical compound,MT 6811 chemistry,68 INDUSTRY
Topic 110,advance,advance,0,avance de trésorerie,1,2,descriptor,http://eurovoc.europa.eu/4383,budget financing,MT 2441 budget,24 FINANCE
Topic 32,advance,advance,0,avance de trésorerie,1,2,descriptor,http://eurovoc.europa.eu/4383,budget financing,MT 2441 budget,24 FINANCE
Topic 205,advertising,advertising,0,publicité,1,2,descriptor,http://eurovoc.europa.eu/2862,marketing,MT 2031 marketing,20 TRADE
Topic 27,agreement,agreement (EU),0,accord (UE),2,2,descriptor,http://eurovoc.europa.eu/1474,EU relations,MT 1016 European construction,10 EUROPEAN UNION
Topic 89,agreement,agreement (EU),0,accord (UE),2,2,descriptor,http://eurovoc.europa.eu/1474,EU relations,MT 1016 European construction,10 EUROPEAN UNION
Topic 19,agreement,agreement (EU),0,accord (UE),2,2,descriptor,http://eurovoc.europa.eu/1474,EU relations,MT 1016 European construction,10 EUROPEAN UNION
Topic 247,agreement,agreement (EU),0,accord (UE),2,2,descriptor,http://eurovoc.europa.eu/1474,EU relations,MT 1016 European construction,10 EUROPEAN UNION
Topic 18,agreement,agreement (EU),0,accord (UE),2,2,descriptor,http://eurovoc.europa.eu/1474,EU relations,MT 1016 European construction,10 EUROPEAN UNION
Topic 71,agreement,agreement (EU),0,accord (UE),2,2,descriptor,http://eurovoc.europa.eu/1474,EU relations,MT 1016 European construction,10 EUROPEAN UNION
Topic 75,agreement,agreement (EU),0,accord (UE),2,2,descriptor,http://eurovoc.europa.eu/1474,EU relations,MT 1016 European construction,10 EUROPEAN UNION
Topic 153,agreement,agreement (EU),0,accord (UE),2,2,descriptor,http://eurovoc.europa.eu/1474,EU relations,MT 1016 European construction,10 EUROPEAN UNION
Topic 225,agreement,agreement (EU),0,accord (UE),2,2,descriptor,http://eurovoc.europa.eu/1474,EU relations,MT 1016 European construction,10 EUROPEAN UNION
Topic 54,agreement,agreement (EU),0,accord (UE),2,2,descriptor,http://eurovoc.europa.eu/1474,EU relations,MT 1016 European construction,10 EUROPEAN UNION
Topic 130,agreement,agreement (EU),0,accord (UE),2,2,descriptor,http://eurovoc.europa.eu/1474,EU relations,MT 1016 European construction,10 EUROPEAN UNION
Topic 81,agreement,agreement (EU),0,accord (UE),2,2,descriptor,http://eurovoc.europa.eu/1474,EU relations,MT 1016 European construction,10 EUROPEAN UNION
Topic 115,agreement,agreement (EU),0,accord (UE),2,2,descriptor,http://eurovoc.europa.eu/1474,EU relations,MT 1016 European construction,10 EUROPEAN UNION
Topic 246,agreement,agreement (EU),0,accord (UE),2,2,descriptor,http://eurovoc.europa.eu/1474,EU relations,MT 1016 European construction,10 EUROPEAN UNION
Topic 62,agriculture,agriculture,0,secteur agricole,1,3,used_for,http://eurovoc.europa.eu/5886,primary sector,MT 1621 economic structure,16 ECONOMICS
Topic 148,agriculture,agriculture,0,secteur agricole,1,3,used_for,http://eurovoc.europa.eu/5886,primary sector,MT 1621 economic structure,16 ECONOMICS
Topic 227,agriculture,agriculture,0,secteur agricole,1,3,used_for,http://eurovoc.europa.eu/5886,primary sector,MT 1621 economic structure,16 ECONOMICS
Topic 155,aid,aid,0,soutien économique,1,1,used_for,http://eurovoc.europa.eu/712,aid,MT 1606 economic policy,16 ECONOMICS
Topic 32,aid,aid,0,soutien économique,1,1,used_for,http://eurovoc.europa.eu/712,aid,MT 1606 economic policy,16 ECONOMICS
Topic 79,aid,aid,0,soutien économique,1,1,used_for,http://eurovoc.europa.eu/712,aid,MT 1606 economic policy,16 ECONOMICS
Topic 194,aid,aid,0,soutien économique,1,1,used_for,http://eurovoc.europa.eu/712,aid,MT 1606 economic policy,16 ECONOMICS
Topic 188,aid,aid,0,soutien économique,1,1,used_for,http://eurovoc.europa.eu/712,aid,MT 1606 economic policy,16 ECONOMICS
Topic 75,aid,aid,0,soutien économique,1,1,used_for,http://eurovoc.europa.eu/712,aid,MT 1606 economic policy,16 ECONOMICS
Topic 83,aid,aid,0,soutien économique,1,1,used_for,http://eurovoc.europa.eu/712,aid,MT 1606 economic policy,16 ECONOMICS
Topic 117,aid,aid,0,soutien économique,1,1,used_for,http://eurovoc.europa.eu/712,aid,MT 1606 economic policy,16 ECONOMICS
Topic 148,aid,aid,0,soutien économique,1,1,used_for,http://eurovoc.europa.eu/712,aid,MT 1606 economic policy,16 ECONOMICS
Topic 49,aid,aid,0,soutien économique,1,1,used_for,http://eurovoc.europa.eu/712,aid,MT 1606 economic policy,16 ECONOMICS
Topic 131,aid,aid,0,soutien économique,1,1,used_for,http://eurovoc.europa.eu/712,aid,MT 1606 economic policy,16 ECONOMICS
Topic 65,aid,aid,0,soutien économique,1,1,used_for,http://eurovoc.europa.eu/712,aid,MT 1606 economic policy,16 ECONOMICS
Topic 213,aid,aid,0,soutien économique,1,1,used_for,http://eurovoc.europa.eu/712,aid,MT 1606 economic policy,16 ECONOMICS
Topic 33,aid,aid,0,soutien économique,1,1,used_for,http://eurovoc.europa.eu/712,aid,MT 1606 economic policy,16 ECONOMICS
Topic 79,aids,AIDS,0,sida,1,4,descriptor,http://eurovoc.europa.eu/5172,sexually transmitted disease,MT 2841 health,28 SOCIAL QUESTIONS
Topic 182,air,air,0,atmosphère,1,2,used_for,http://eurovoc.europa.eu/3967,physical environment,MT 5211 natural environment,52 ENVIRONMENT
Topic 164,air,air,0,atmosphère,1,2,used_for,http://eurovoc.europa.eu/3967,physical environment,MT 5211 natural environment,52 ENVIRONMENT
Topic 124,air,air,0,atmosphère,1,2,used_for,http://eurovoc.europa.eu/3967,physical environment,MT 5211 natural environment,52 ENVIRONMENT
Topic 143,aircraft,aircraft,0,avion,1,3,descriptor,http://eurovoc.europa.eu/4438,aircraft fleet,MT 4826 air and space transport,48 TRANSPORT
Topic 193,airport,airport,0,aéroport,1,2,descriptor,http://eurovoc.europa.eu/195,air transport,MT 4826 air and space transport,48 TRANSPORT
Topic 232,airport,airport,0,aéroport,1,2,descriptor,http://eurovoc.europa.eu/195,air transport,MT 4826 air and space transport,48 TRANSPORT
Topic 112,alcohol,alcohol,0,alcool,1,3,descriptor,http://eurovoc.europa.eu/1134,alcoholic beverage,MT 6021 beverages and sugar,60 AGRI-FOODSTUFFS
Topic 136,amendment,amendment,0,amendement,1,2,descriptor,http://eurovoc.europa.eu/1558,legislative procedure,MT 0426 parliamentary proceedings,04 POLITICS
Topic 72,approval,approval,0,homologation,1,3,descriptor,http://eurovoc.europa.eu/1252,standardisation,MT 6411 technology and technical regulations,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
Topic 203,association,association,0,association,1,3,descriptor,http://eurovoc.europa.eu/2944,collective activities,MT 2826 social affairs,28 SOCIAL QUESTIONS
Topic 153,australia,Australia,0,Australie,1,2,descriptor,http://eurovoc.europa.eu/4160,Oceania || APEC countries || OECD countries || Anzus countries,MT 7226 Asia and Oceania || MT 7231 economic geography || MT 7236 political geography,72 GEOGRAPHY
Topic 106,austria,Austria,0,Autriche,1,2,descriptor,http://eurovoc.europa.eu/4353,Western Europe || EU Member State || OECD countries || Council of Europe countries,MT 7206 Europe || MT 7231 economic geography || MT 7236 political geography,72 GEOGRAPHY
Topic 53,austria,Austria,0,Autriche,1,2,descriptor,http://eurovoc.europa.eu/4353,Western Europe || EU Member State || OECD countries || Council of Europe countries,MT 7206 Europe || MT 7231 economic geography || MT 7236 political geography,72 GEOGRAPHY
Topic 246,bangladesh,Bangladesh,0,Bangladesh,1,2,descriptor,http://eurovoc.europa.eu/4732,South Asia || SAARC countries,MT 7226 Asia and Oceania || MT 7231 economic geography,72 GEOGRAPHY
Topic 99,bank,bank,0,banque,1,2,descriptor,http://eurovoc.europa.eu/4738,financial institution,MT 2416 financial institutions and credit,24 FINANCE
Topic 196,barley,barley,0,orge,1,2,descriptor,http://eurovoc.europa.eu/2193,cereals,MT 6006 plant product,60 AGRI-FOODSTUFFS
Topic 190,beef,beef,0,viande bovine,1,3,descriptor,http://eurovoc.europa.eu/4682,meat,MT 6011 animal product,60 AGRI-FOODSTUFFS
Topic 22,beef,beef,0,viande bovine,1,3,descriptor,http://eurovoc.europa.eu/4682,meat,MT 6011 animal product,60 AGRI-FOODSTUFFS
Topic 66,beet,beet,0,légume à feuille,1,2,used_for,http://eurovoc.europa.eu/1604,vegetable,MT 6006 plant product,60 AGRI-FOODSTUFFS
Topic 217,behaviour,behaviour,0,personnalité,1,3,used_for,http://eurovoc.europa.eu/443048,psychology,MT 3611 humanities,36 SCIENCE
Topic 7,belgium,Belgium,0,Belgique,1,2,descriptor,http://eurovoc.europa.eu/4839,Western Europe || Benelux countries || EU Member State || OECD countries || Council of Europe countries || NATO countries || WEU countries,MT 7206 Europe || MT 7231 economic geography || MT 7236 political geography,72 GEOGRAPHY
Topic 20,bonaire,Bonaire,0,Bonaire,1,5,descriptor,http://eurovoc.europa.eu/5022,"Bonaire, Saint Eustatius and Saba || Netherlands Antilles || Bonaire, Saint Eustatius and Saba",MT 7216 America || MT 7241 overseas countries and territories,72 GEOGRAPHY
Topic 20,bonaire,Bonaire,0,"Bonaire, Saint-Eustache et Saba",1,4,descriptor,http://eurovoc.europa.eu/451912,Netherlands Antilles || Netherlands OCT,MT 7216 America || MT 7241 overseas countries and territories,72 GEOGRAPHY
Topic 74,brazil,Brazil,0,Brésil,1,3,descriptor,http://eurovoc.europa.eu/5040,South America || ALADI countries || BRICS countries [4.5] || LAES countries || Mercosur countries || OAS countries,MT 7216 America || MT 7231 economic geography || MT 7236 political geography,72 GEOGRAPHY
Topic 168,budget,budget,0,budget,1,2,descriptor,http://eurovoc.europa.eu/5050,budget policy,MT 2436 public finance and budget policy,24 FINANCE
Topic 17,budget,budget,0,budget,1,2,descriptor,http://eurovoc.europa.eu/5050,budget policy,MT 2436 public finance and budget policy,24 FINANCE
Topic 180,budget,budget,0,budget,1,2,descriptor,http://eurovoc.europa.eu/5050,budget policy,MT 2436 public finance and budget policy,24 FINANCE
Topic 208,building,building,0,bâtiment,1,2,descriptor,http://eurovoc.europa.eu/4831,building industry,MT 6831 building and public works,68 INDUSTRY
Topic 44,butter,butter,0,beurre,1,2,descriptor,http://eurovoc.europa.eu/4860,milk product,MT 6016 processed agricultural produce,60 AGRI-FOODSTUFFS
Topic 24,butter,butter,0,beurre,1,2,descriptor,http://eurovoc.europa.eu/4860,milk product,MT 6016 processed agricultural produce,60 AGRI-FOODSTUFFS
Topic 57,car,car,0,automobile,1,4,used_for,http://eurovoc.europa.eu/4261,vehicle fleet,MT 4816 land transport,48 TRANSPORT
Topic 200,cargo,cargo,0,chargement,1,3,used_for,http://eurovoc.europa.eu/5392,carriage of goods,MT 4811 organisation of transport,48 TRANSPORT
Topic 119,centre,Centre (France),0,région du Centre,2,2,descriptor,http://eurovoc.europa.eu/5352,regions of France,MT 7211 regions of EU Member States,72 GEOGRAPHY
Topic 76,cereals,cereals,0,céréale,1,1,descriptor,http://eurovoc.europa.eu/5360,cereals,MT 6006 plant product,60 AGRI-FOODSTUFFS
Topic 22,cereals,cereals,0,céréale,1,1,descriptor,http://eurovoc.europa.eu/5360,cereals,MT 6006 plant product,60 AGRI-FOODSTUFFS
Topic 117,cereals,cereals,0,céréale,1,1,descriptor,http://eurovoc.europa.eu/5360,cereals,MT 6006 plant product,60 AGRI-FOODSTUFFS
Topic 196,cereals,cereals,0,céréale,1,1,descriptor,http://eurovoc.europa.eu/5360,cereals,MT 6006 plant product,60 AGRI-FOODSTUFFS
Topic 24,cheese,cheese,0,fromage,1,2,descriptor,http://eurovoc.europa.eu/1102,milk product,MT 6016 processed agricultural produce,60 AGRI-FOODSTUFFS
Topic 226,chef,chef,0,profession de la restauration,1,4,used_for,http://eurovoc.europa.eu/5167,catering industry,MT 2826 social affairs,28 SOCIAL QUESTIONS
Topic 158,children,children,0,enfant,1,3,used_for,http://eurovoc.europa.eu/758,distribution by age,MT 2816 demography and population,28 SOCIAL QUESTIONS
Topic 96,china,China,0,Chine,1,2,descriptor,http://eurovoc.europa.eu/5969,Far East || BRICS countries [4.5],MT 7226 Asia and Oceania || MT 7231 economic geography,72 GEOGRAPHY
Topic 11,cigarette,cigarette,0,industrie du tabac,1,2,used_for,http://eurovoc.europa.eu/1395,agri-foodstuffs,MT 6031 agri-foodstuffs,60 AGRI-FOODSTUFFS
Topic 56,coal,coal,0,charbon,1,2,descriptor,http://eurovoc.europa.eu/5386,coal industry,MT 6611 coal and mining industries,66 ENERGY
Topic 48,coal,coal,0,charbon,1,2,descriptor,http://eurovoc.europa.eu/5386,coal industry,MT 6611 coal and mining industries,66 ENERGY
Topic 79,coal,coal,0,charbon,1,2,descriptor,http://eurovoc.europa.eu/5386,coal industry,MT 6611 coal and mining industries,66 ENERGY
Topic 204,coal,coal,0,charbon,1,2,descriptor,http://eurovoc.europa.eu/5386,coal industry,MT 6611 coal and mining industries,66 ENERGY
Topic 142,cocoa,cocoa,0,cacao,1,2,descriptor,http://eurovoc.europa.eu/5078,tropical plant,MT 6006 plant product,60 AGRI-FOODSTUFFS
Topic 142,coffee,coffee,0,café,1,2,descriptor,http://eurovoc.europa.eu/5088,tropical plant,MT 6006 plant product,60 AGRI-FOODSTUFFS
Topic 98,committee,committee (EU),0,comité (UE),2,2,descriptor,http://eurovoc.europa.eu/6049,EU office or agency,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
Topic 186,committee,committee (EU),0,comité (UE),2,2,descriptor,http://eurovoc.europa.eu/6049,EU office or agency,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
Topic 102,committee,committee (EU),0,comité (UE),2,2,descriptor,http://eurovoc.europa.eu/6049,EU office or agency,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
Topic 19,competition,competition,0,concurrence,1,2,descriptor,http://eurovoc.europa.eu/75,competition policy,MT 4031 competition,40 BUSINESS AND COMPETITION
Topic 19,competition,competition (EU),0,concours (UE),2,2,descriptor,http://eurovoc.europa.eu/4071,European civil service,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
Topic 47,computer,computer,0,ordinateur,1,3,descriptor,http://eurovoc.europa.eu/2157,computer equipment,MT 3236 information technology and data processing,32 EDUCATION AND COMMUNICATIONS
Topic 34,computer,computer,0,ordinateur,1,3,descriptor,http://eurovoc.europa.eu/2157,computer equipment,MT 3236 information technology and data processing,32 EDUCATION AND COMMUNICATIONS
Topic 165,conference,conference,0,acte de congrès,1,2,used_for,http://eurovoc.europa.eu/5277,document,MT 3221 documentation,32 EDUCATION AND COMMUNICATIONS
Topic 125,construction,construction,0,bâtiment,1,2,used_for,http://eurovoc.europa.eu/4831,building industry,MT 6831 building and public works,68 INDUSTRY
Topic 206,construction,construction,0,bâtiment,1,2,used_for,http://eurovoc.europa.eu/4831,building industry,MT 6831 building and public works,68 INDUSTRY
Topic 205,consumer,consumer,0,consommateur,1,1,descriptor,http://eurovoc.europa.eu/138,consumer,MT 2026 consumption,20 TRADE
Topic 78,consumption,consumption,0,consommation,1,1,descriptor,http://eurovoc.europa.eu/139,consumption,MT 2026 consumption,20 TRADE
Topic 56,consumption,consumption,0,consommation,1,1,descriptor,http://eurovoc.europa.eu/139,consumption,MT 2026 consumption,20 TRADE
Topic 189,contract,contract,0,contrat,1,2,descriptor,http://eurovoc.europa.eu/164,civil law,MT 1211 civil law,12 LAW
Topic 179,contract,contract,0,contrat,1,2,descriptor,http://eurovoc.europa.eu/164,civil law,MT 1211 civil law,12 LAW
Topic 121,contract,contract,0,contrat,1,2,descriptor,http://eurovoc.europa.eu/164,civil law,MT 1211 civil law,12 LAW
Topic 113,copper,copper,0,cuivre,1,3,descriptor,http://eurovoc.europa.eu/316,non-ferrous metal,"MT 6816 iron, steel and other metal industries",68 INDUSTRY
Topic 150,cost,COST,0,COST,1,2,descriptor,http://eurovoc.europa.eu/5236,research policy,MT 6416 research and intellectual property,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
Topic 187,cotton,cotton,0,coton,1,2,descriptor,http://eurovoc.europa.eu/252,textile plant,MT 6006 plant product,60 AGRI-FOODSTUFFS
Topic 210,credit,credit,0,crédit,1,1,descriptor,http://eurovoc.europa.eu/285,credit,MT 2416 financial institutions and credit,24 FINANCE
Topic 141,credit,credit,0,crédit,1,1,descriptor,http://eurovoc.europa.eu/285,credit,MT 2416 financial institutions and credit,24 FINANCE
Topic 179,credit,credit,0,crédit,1,1,descriptor,http://eurovoc.europa.eu/285,credit,MT 2416 financial institutions and credit,24 FINANCE
Topic 200,crew,crew,0,personnel navigant,1,3,descriptor,http://eurovoc.europa.eu/2352,transport staff,MT 4811 organisation of transport,48 TRANSPORT
Topic 156,culture,culture,0,culture,1,1,descriptor,http://eurovoc.europa.eu/317,culture,MT 2831 culture and religion,28 SOCIAL QUESTIONS
Topic 229,currency,currency,0,monnaie,1,2,used_for,http://eurovoc.europa.eu/1969,money market,MT 2411 monetary economics,24 FINANCE
Topic 55,customs,customs,0,douane,1,2,descriptor,http://eurovoc.europa.eu/502,customs regulations,MT 2011 tariff policy,20 TRADE
Topic 147,customs,customs,0,douane,1,2,descriptor,http://eurovoc.europa.eu/502,customs regulations,MT 2011 tariff policy,20 TRADE
Topic 102,customs,customs,0,douane,1,2,descriptor,http://eurovoc.europa.eu/502,customs regulations,MT 2011 tariff policy,20 TRADE
Topic 18,customs,customs,0,douane,1,2,descriptor,http://eurovoc.europa.eu/502,customs regulations,MT 2011 tariff policy,20 TRADE
Topic 29,customs,customs,0,douane,1,2,descriptor,http://eurovoc.europa.eu/502,customs regulations,MT 2011 tariff policy,20 TRADE
Topic 184,customs,customs,0,douane,1,2,descriptor,http://eurovoc.europa.eu/502,customs regulations,MT 2011 tariff policy,20 TRADE
Topic 130,cyprus,Cyprus,0,Chypre,1,2,descriptor,http://eurovoc.europa.eu/5989,Southern Europe || EU Member State || Council of Europe countries,MT 7206 Europe || MT 7231 economic geography || MT 7236 political geography,72 GEOGRAPHY
Topic 218,dairy,dairy,0,industrie laitière,1,2,used_for,http://eurovoc.europa.eu/1406,food industry,MT 6031 agri-foodstuffs,60 AGRI-FOODSTUFFS
Topic 173,damage,damage,0,dommage,1,3,descriptor,http://eurovoc.europa.eu/497,liability,MT 1211 civil law,12 LAW
Topic 81,date,date,0,fruit tropical,1,2,used_for,http://eurovoc.europa.eu/1120,fruit,MT 6006 plant product,60 AGRI-FOODSTUFFS
Topic 110,date,date,0,fruit tropical,1,2,used_for,http://eurovoc.europa.eu/1120,fruit,MT 6006 plant product,60 AGRI-FOODSTUFFS
Topic 193,date,date,0,fruit tropical,1,2,used_for,http://eurovoc.europa.eu/1120,fruit,MT 6006 plant product,60 AGRI-FOODSTUFFS
Topic 75,date,date,0,fruit tropical,1,2,used_for,http://eurovoc.europa.eu/1120,fruit,MT 6006 plant product,60 AGRI-FOODSTUFFS
Topic 222,decision,decision,0,décision,1,4,descriptor,http://eurovoc.europa.eu/348,regulation,MT 1206 sources and branches of the law,12 LAW
Topic 5,decision,decision,0,décision,1,4,descriptor,http://eurovoc.europa.eu/348,regulation,MT 1206 sources and branches of the law,12 LAW
Topic 214,decision,decision,0,décision,1,4,descriptor,http://eurovoc.europa.eu/348,regulation,MT 1206 sources and branches of the law,12 LAW
Topic 19,decision,decision,0,décision,1,4,descriptor,http://eurovoc.europa.eu/348,regulation,MT 1206 sources and branches of the law,12 LAW
Topic 98,decision,decision,0,décision,1,4,descriptor,http://eurovoc.europa.eu/348,regulation,MT 1206 sources and branches of the law,12 LAW
Topic 58,decision,decision,0,décision,1,4,descriptor,http://eurovoc.europa.eu/348,regulation,MT 1206 sources and branches of the law,12 LAW
Topic 102,decision,decision,0,décision,1,4,descriptor,http://eurovoc.europa.eu/348,regulation,MT 1206 sources and branches of the law,12 LAW
Topic 79,decision,decision,0,décision,1,4,descriptor,http://eurovoc.europa.eu/348,regulation,MT 1206 sources and branches of the law,12 LAW
Topic 86,decision,decision,0,décision,1,4,descriptor,http://eurovoc.europa.eu/348,regulation,MT 1206 sources and branches of the law,12 LAW
Topic 157,decision,decision,0,décision,1,4,descriptor,http://eurovoc.europa.eu/348,regulation,MT 1206 sources and branches of the law,12 LAW
Topic 222,decision,decision (EU),0,décision (UE),2,2,descriptor,http://eurovoc.europa.eu/349,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 5,decision,decision (EU),0,décision (UE),2,2,descriptor,http://eurovoc.europa.eu/349,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 214,decision,decision (EU),0,décision (UE),2,2,descriptor,http://eurovoc.europa.eu/349,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 19,decision,decision (EU),0,décision (UE),2,2,descriptor,http://eurovoc.europa.eu/349,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 98,decision,decision (EU),0,décision (UE),2,2,descriptor,http://eurovoc.europa.eu/349,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 58,decision,decision (EU),0,décision (UE),2,2,descriptor,http://eurovoc.europa.eu/349,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 102,decision,decision (EU),0,décision (UE),2,2,descriptor,http://eurovoc.europa.eu/349,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 79,decision,decision (EU),0,décision (UE),2,2,descriptor,http://eurovoc.europa.eu/349,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 86,decision,decision (EU),0,décision (UE),2,2,descriptor,http://eurovoc.europa.eu/349,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 157,decision,decision (EU),0,décision (UE),2,2,descriptor,http://eurovoc.europa.eu/349,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 49,delivery,delivery,0,livraison,1,2,descriptor,http://eurovoc.europa.eu/1684,distributive trades,MT 2036 distributive trades,20 TRADE
Topic 75,delivery,delivery,0,livraison,1,2,descriptor,http://eurovoc.europa.eu/1684,distributive trades,MT 2036 distributive trades,20 TRADE
Topic 109,denmark,Denmark,0,Danemark,1,2,descriptor,http://eurovoc.europa.eu/336,Northern Europe || EU Member State || OECD countries || Council of Europe countries || NATO countries || Nordic Council countries,MT 7206 Europe || MT 7231 economic geography || MT 7236 political geography,72 GEOGRAPHY
Topic 227,department,department (France),0,département,2,2,descriptor,http://eurovoc.europa.eu/390,regional and local authorities,MT 0436 executive power and public service,04 POLITICS
Topic 233,department,department (France),0,département,2,2,descriptor,http://eurovoc.europa.eu/390,regional and local authorities,MT 0436 executive power and public service,04 POLITICS
Topic 135,directive,directive,0,directive,1,4,descriptor,http://eurovoc.europa.eu/448,regulation,MT 1206 sources and branches of the law,12 LAW
Topic 37,directive,directive,0,directive,1,4,descriptor,http://eurovoc.europa.eu/448,regulation,MT 1206 sources and branches of the law,12 LAW
Topic 227,directive,directive,0,directive,1,4,descriptor,http://eurovoc.europa.eu/448,regulation,MT 1206 sources and branches of the law,12 LAW
Topic 35,directive,directive,0,directive,1,4,descriptor,http://eurovoc.europa.eu/448,regulation,MT 1206 sources and branches of the law,12 LAW
Topic 141,directive,directive,0,directive,1,4,descriptor,http://eurovoc.europa.eu/448,regulation,MT 1206 sources and branches of the law,12 LAW
Topic 135,directive,directive (EU),0,directive (UE),2,2,descriptor,http://eurovoc.europa.eu/449,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 37,directive,directive (EU),0,directive (UE),2,2,descriptor,http://eurovoc.europa.eu/449,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 227,directive,directive (EU),0,directive (UE),2,2,descriptor,http://eurovoc.europa.eu/449,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 35,directive,directive (EU),0,directive (UE),2,2,descriptor,http://eurovoc.europa.eu/449,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 141,directive,directive (EU),0,directive (UE),2,2,descriptor,http://eurovoc.europa.eu/449,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 1,discrimination,discrimination,0,lutte contre la discrimination,1,1,used_for,http://eurovoc.europa.eu/3908,discrimination,MT 1236 rights and freedoms,12 LAW
Topic 140,disease,disease,0,maladie,1,1,used_for,http://eurovoc.europa.eu/1754,disease,MT 2841 health,28 SOCIAL QUESTIONS
Topic 183,disease,disease,0,maladie,1,1,used_for,http://eurovoc.europa.eu/1754,disease,MT 2841 health,28 SOCIAL QUESTIONS
Topic 192,distillation,distillation,0,distillation,1,2,descriptor,http://eurovoc.europa.eu/473,food technology,MT 6036 food technology,60 AGRI-FOODSTUFFS
Topic 55,document,document,0,document,1,1,descriptor,http://eurovoc.europa.eu/486,document,MT 3221 documentation,32 EDUCATION AND COMMUNICATIONS
Topic 198,documentation,documentation,0,documentation,1,1,descriptor,http://eurovoc.europa.eu/494,documentation,MT 3221 documentation,32 EDUCATION AND COMMUNICATIONS
Topic 188,draft,draft,0,titre de crédit,1,4,used_for,http://eurovoc.europa.eu/4463,deposit money,MT 2411 monetary economics,24 FINANCE
Topic 5,draft,draft,0,titre de crédit,1,4,used_for,http://eurovoc.europa.eu/4463,deposit money,MT 2411 monetary economics,24 FINANCE
Topic 120,dumping,dumping,0,dumping,1,2,descriptor,http://eurovoc.europa.eu/588,restriction on competition,MT 4031 competition,40 BUSINESS AND COMPETITION
Topic 42,ecsc,ECSC,0,CECA,1,2,descriptor,http://eurovoc.europa.eu/5327,European Communities,MT 1016 European construction,10 EUROPEAN UNION
Topic 79,ecsc,ECSC,0,CECA,1,2,descriptor,http://eurovoc.europa.eu/5327,European Communities,MT 1016 European construction,10 EUROPEAN UNION
Topic 242,ecsc,ECSC,0,CECA,1,2,descriptor,http://eurovoc.europa.eu/5327,European Communities,MT 1016 European construction,10 EUROPEAN UNION
Topic 154,ecu,Ecu,0,écu,1,2,descriptor,http://eurovoc.europa.eu/6333,European currency,MT 2406 monetary relations,24 FINANCE
Topic 17,ecu,Ecu,0,écu,1,2,descriptor,http://eurovoc.europa.eu/6333,European currency,MT 2406 monetary relations,24 FINANCE
Topic 26,ecu,Ecu,0,écu,1,2,descriptor,http://eurovoc.europa.eu/6333,European currency,MT 2406 monetary relations,24 FINANCE
Topic 116,ecu,Ecu,0,écu,1,2,descriptor,http://eurovoc.europa.eu/6333,European currency,MT 2406 monetary relations,24 FINANCE
Topic 65,edf,EDF,0,FED,1,2,descriptor,http://eurovoc.europa.eu/4055,aid policy,MT 0811 cooperation policy,08 INTERNATIONAL RELATIONS
Topic 175,education,education,0,éducation,1,1,descriptor,http://eurovoc.europa.eu/668,education,MT 3206 education,32 EDUCATION AND COMMUNICATIONS
Topic 28,eec,EEC,0,Communauté européenne,1,2,used_for,http://eurovoc.europa.eu/5343,European Communities,MT 1016 European construction,10 EUROPEAN UNION
Topic 214,eec,EEC,0,Communauté européenne,1,2,used_for,http://eurovoc.europa.eu/5343,European Communities,MT 1016 European construction,10 EUROPEAN UNION
