topic_id,tokens,term,dist,french,length,profondeur,category,link,bt1,mt,domain
Topic 124,gas appliance,gas appliance,0,appareil à gaz,2,2,descriptor,http://eurovoc.europa.eu/5440,thermal equipment,MT 6821 mechanical engineering,68 INDUSTRY
Topic 125,construction plant,construction plant,0,matériel de construction,2,2,used_for,http://eurovoc.europa.eu/1830,building industry,MT 6831 building and public works,68 INDUSTRY
Topic 125,plant power,power plant,0,station énergétique,2,2,descriptor,http://eurovoc.europa.eu/3782,electrical industry,MT 6621 electrical and nuclear industries,66 ENERGY
Topic 126,quota tariff,tariff quota,0,contingent tarifaire,2,2,descriptor,http://eurovoc.europa.eu/161,tariff policy,MT 2011 tariff policy,20 TRADE
Topic 127,grape table,table grape,0,raisin,2,2,used_for,http://eurovoc.europa.eu/2888,fruit,MT 6006 plant product,60 AGRI-FOODSTUFFS
Topic 127,wine table,table wine,0,vin de table,2,4,descriptor,http://eurovoc.europa.eu/4718,wine,MT 6021 beverages and sugar,60 AGRI-FOODSTUFFS
Topic 128,programme research,research programme,0,programme de recherche,2,2,descriptor,http://eurovoc.europa.eu/2795,research policy,MT 6416 research and intellectual property,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
Topic 128,programme development,development programme,0,plan de développement,2,2,used_for,http://eurovoc.europa.eu/2393,economic planning,MT 1606 economic policy,16 ECONOMICS
Topic 128,analysis data,data analysis,0,analyse de l'information,2,2,used_for,http://eurovoc.europa.eu/1752,documentation,MT 3221 documentation,32 EDUCATION AND COMMUNICATIONS
Topic 129,measuring equipment,measuring equipment,0,appareil de mesure,2,2,descriptor,http://eurovoc.europa.eu/2159,precision engineering,MT 6821 mechanical engineering,68 INDUSTRY
Topic 129,noise level,noise level,0,niveau sonore,2,3,descriptor,http://eurovoc.europa.eu/2063,noise,MT 5216 deterioration of the environment,52 ENVIRONMENT
Topic 129,pressure equipment,pressure equipment,0,équipement sous pression,2,1,descriptor,http://eurovoc.europa.eu/5614,pressure equipment,MT 6821 mechanical engineering,68 INDUSTRY
Topic 130,european community,European Community,0,Communauté européenne,2,2,descriptor,http://eurovoc.europa.eu/5343,European Communities,MT 1016 European construction,10 EUROPEAN UNION
Topic 130,economic agreement,economic agreement,0,accord économique,2,2,descriptor,http://eurovoc.europa.eu/2928,international agreement,MT 0806 international affairs,08 INTERNATIONAL RELATIONS
Topic 130,agreement interim,interim agreement (EU),0,accord intérimaire (UE),3,2,descriptor,http://eurovoc.europa.eu/5407,EU relations,MT 1016 European construction,10 EUROPEAN UNION
Topic 131,production oil,oil production,0,production de pétrole,2,2,used_for,http://eurovoc.europa.eu/3767,oil industry,MT 6616 oil industry,66 ENERGY
Topic 131,production aid,production aid,0,aide à la production,2,2,descriptor,http://eurovoc.europa.eu/797,economic support,MT 1606 economic policy,16 ECONOMICS
Topic 131,oil olive,olive oil,0,huile d'olive,2,4,descriptor,http://eurovoc.europa.eu/1264,vegetable oil,MT 6016 processed agricultural produce,60 AGRI-FOODSTUFFS
Topic 131,marketing year,marketing year,0,campagne agricole,2,2,descriptor,http://eurovoc.europa.eu/5096,agricultural production policy,MT 5611 agricultural structures and production,"56 AGRICULTURE, FORESTRY AND FISHERIES"
Topic 131,aid system,aid system,0,régime d'aide,2,2,descriptor,http://eurovoc.europa.eu/3003,aid policy,MT 0811 cooperation policy,08 INTERNATIONAL RELATIONS
Topic 133,goods cultural,cultural goods,0,bien culturel,2,3,used_for,http://eurovoc.europa.eu/4877,cultural heritage,MT 2831 culture and religion,28 SOCIAL QUESTIONS
Topic 134,expenditure compulsory,compulsory expenditure,0,dépense obligatoire,2,2,descriptor,http://eurovoc.europa.eu/401,EU expenditure,MT 1021 EU finance,10 EUROPEAN UNION
Topic 135,directive council,Council Directive,0,directive (UE),2,2,used_for,http://eurovoc.europa.eu/449,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 138,region economic,economic region,0,région économique,2,1,descriptor,http://eurovoc.europa.eu/3058,economic region,MT 1616 regions and regional policy,16 ECONOMICS
Topic 138,region industrial,industrial region,0,région industrielle,2,2,descriptor,http://eurovoc.europa.eu/3067,economic region,MT 1616 regions and regional policy,16 ECONOMICS
Topic 138,region development,development region,0,région de développement,2,2,descriptor,http://eurovoc.europa.eu/3047,economic region,MT 1616 regions and regional policy,16 ECONOMICS
Topic 138,regional development,regional development,0,développement régional,2,2,descriptor,http://eurovoc.europa.eu/431,regional policy,MT 1616 regions and regional policy,16 ECONOMICS
Topic 138,economic growth,economic growth,0,croissance économique,2,2,descriptor,http://eurovoc.europa.eu/310,economic development,MT 1611 economic conditions,16 ECONOMICS
Topic 138,economic development,economic development,0,développement économique,2,1,descriptor,http://eurovoc.europa.eu/427,economic development,MT 1611 economic conditions,16 ECONOMICS
Topic 138,industrial growth,industrial growth,0,développement industriel,2,2,used_for,http://eurovoc.europa.eu/429,industrial policy,MT 6806 industrial structures and policy,68 INDUSTRY
Topic 138,industrial development,industrial development,0,développement industriel,2,2,descriptor,http://eurovoc.europa.eu/429,industrial policy,MT 6806 industrial structures and policy,68 INDUSTRY
Topic 138,growth population,population growth,0,accroissement de population,2,2,descriptor,http://eurovoc.europa.eu/4852,population dynamics,MT 2816 demography and population,28 SOCIAL QUESTIONS
Topic 139,convention international,international convention,0,convention internationale,2,2,descriptor,http://eurovoc.europa.eu/3468,international instrument,MT 0806 international affairs,08 INTERNATIONAL RELATIONS
Topic 140,programme research,research programme,0,programme de recherche,2,2,descriptor,http://eurovoc.europa.eu/2795,research policy,MT 6416 research and intellectual property,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
Topic 140,animal disease,animal disease,0,maladie animale,2,2,descriptor,http://eurovoc.europa.eu/1755,animal health,MT 5631 agricultural activity,"56 AGRICULTURE, FORESTRY AND FISHERIES"
Topic 140,animal protein,animal protein,0,protéine animale,2,2,descriptor,http://eurovoc.europa.eu/2845,protein products,MT 6016 processed agricultural produce,60 AGRI-FOODSTUFFS
Topic 140,research institute,research institute,0,organisme de recherche,2,2,used_for,http://eurovoc.europa.eu/3660,research policy,MT 6416 research and intellectual property,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
Topic 141,credit insurance,credit insurance,0,assurance-crédit,2,2,descriptor,http://eurovoc.europa.eu/3373,insurance,MT 2431 insurance,24 FINANCE
Topic 141,insurance life,life insurance,0,assurance vie,2,2,used_for,http://eurovoc.europa.eu/3723,insurance,MT 2431 insurance,24 FINANCE
Topic 142,executive agency,executive agency,0,agence exécutive,2,2,descriptor,http://eurovoc.europa.eu/441001,EU office or agency,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
Topic 142,member country,member country,0,pays membre,2,2,descriptor,http://eurovoc.europa.eu/2298,cooperation policy,MT 0811 cooperation policy,08 INTERNATIONAL RELATIONS
Topic 143,aircraft civil,civil aircraft,0,avion,2,3,used_for,http://eurovoc.europa.eu/4438,aircraft fleet,MT 4826 air and space transport,48 TRANSPORT
Topic 143,market world,world market,0,marché international,2,2,used_for,http://eurovoc.europa.eu/1807,market,MT 2006 trade policy,20 TRADE
Topic 145,sugar fruit,fruit sugar,0,sucre,2,1,used_for,http://eurovoc.europa.eu/4314,fruit sugar,MT 6021 beverages and sugar,60 AGRI-FOODSTUFFS
Topic 146,prospecting resources,prospecting for resources,0,évaluation des ressources,3,3,used_for,http://eurovoc.europa.eu/919,management of resources,MT 5206 environmental policy,52 ENVIRONMENT
Topic 146,mining resources,mining resources,0,ressource minérale,2,2,used_for,http://eurovoc.europa.eu/3546,natural resources,MT 5211 natural environment,52 ENVIRONMENT
Topic 147,customs tariff,customs tariff,0,tarif douanier,2,1,descriptor,http://eurovoc.europa.eu/4380,customs tariff,MT 2011 tariff policy,20 TRADE
Topic 147,customs duties,customs duties,0,droits de douane,2,2,descriptor,http://eurovoc.europa.eu/4078,customs tariff,MT 2011 tariff policy,20 TRADE
Topic 147,commission regulation,Commission Regulation,0,règlement (UE),2,2,used_for,http://eurovoc.europa.eu/3102,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 148,agriculture aid,aid to agriculture,0,aide à l'agriculture,3,2,descriptor,http://eurovoc.europa.eu/2965,agricultural policy,MT 5606 agricultural policy,"56 AGRICULTURE, FORESTRY AND FISHERIES"
Topic 148,agricultural land,agricultural land,0,terre agricole,2,2,descriptor,http://eurovoc.europa.eu/4445,land use,MT 5621 cultivation of agricultural land,"56 AGRICULTURE, FORESTRY AND FISHERIES"
Topic 148,agricultural production,agricultural production,0,production agricole,2,3,descriptor,http://eurovoc.europa.eu/2709,agricultural productivity,MT 5616 farming systems,"56 AGRICULTURE, FORESTRY AND FISHERIES"
Topic 148,land common,common land,0,bien communal,2,3,descriptor,http://eurovoc.europa.eu/4876,landholding system,MT 5616 farming systems,"56 AGRICULTURE, FORESTRY AND FISHERIES"
Topic 148,aid production,production aid,0,aide à la production,2,2,descriptor,http://eurovoc.europa.eu/797,economic support,MT 1606 economic policy,16 ECONOMICS
Topic 148,improvement production,production improvement,0,amélioration de la production,2,2,descriptor,http://eurovoc.europa.eu/1465,production policy,MT 6406 production,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
Topic 149,rate inflation,rate of inflation,0,inflation,3,2,used_for,http://eurovoc.europa.eu/1421,economic cycle,MT 1611 economic conditions,16 ECONOMICS
Topic 149,rate growth,growth rate,0,croissance économique,2,2,used_for,http://eurovoc.europa.eu/310,economic development,MT 1611 economic conditions,16 ECONOMICS
Topic 152,part-time work,part-time work,0,travail à temps partiel,2,3,used_for,http://eurovoc.europa.eu/4548,non-standard employment,MT 4406 employment,44 EMPLOYMENT AND WORKING CONDITIONS
Topic 152,part-time employment,part-time employment,0,travail à temps partiel,2,3,descriptor,http://eurovoc.europa.eu/4548,non-standard employment,MT 4406 employment,44 EMPLOYMENT AND WORKING CONDITIONS
Topic 152,work temporary,temporary work,0,travail temporaire,2,3,used_for,http://eurovoc.europa.eu/3527,non-standard employment,MT 4406 employment,44 EMPLOYMENT AND WORKING CONDITIONS
Topic 152,work social,social work,0,travail social,2,2,descriptor,http://eurovoc.europa.eu/3360,welfare,MT 2836 social protection,28 SOCIAL QUESTIONS
Topic 152,working hours,working hours,0,horaire de travail,2,3,used_for,http://eurovoc.europa.eu/1257,working time,MT 4416 organisation of work and working conditions,44 EMPLOYMENT AND WORKING CONDITIONS
Topic 152,working time,working time,0,durée du travail,2,2,descriptor,http://eurovoc.europa.eu/592,organisation of work,MT 4416 organisation of work and working conditions,44 EMPLOYMENT AND WORKING CONDITIONS
Topic 152,employment temporary,temporary employment,0,travail temporaire,2,3,descriptor,http://eurovoc.europa.eu/3527,non-standard employment,MT 4406 employment,44 EMPLOYMENT AND WORKING CONDITIONS
Topic 153,fuel nuclear,nuclear fuel,0,combustible nucléaire,2,2,descriptor,http://eurovoc.europa.eu/6047,nuclear energy,MT 6621 electrical and nuclear industries,66 ENERGY
Topic 153,nuclear material,nuclear material,0,combustible nucléaire,2,2,used_for,http://eurovoc.europa.eu/6047,nuclear energy,MT 6621 electrical and nuclear industries,66 ENERGY
Topic 154,furnace blast,blast furnace,0,machine sidérurgique,2,2,used_for,http://eurovoc.europa.eu/3831,iron and steel industry,"MT 6816 iron, steel and other metal industries",68 INDUSTRY
Topic 155,aid investment,investment aid,0,aide à l'investissement,2,2,descriptor,http://eurovoc.europa.eu/766,economic support,MT 1606 economic policy,16 ECONOMICS
Topic 155,aid development,development aid,0,aide au développement,2,2,descriptor,http://eurovoc.europa.eu/3077,aid policy,MT 0811 cooperation policy,08 INTERNATIONAL RELATIONS
Topic 155,aid community,Community aid,0,aide de l'UE,2,2,used_for,http://eurovoc.europa.eu/862,economic support,MT 1606 economic policy,16 ECONOMICS
Topic 155,aid regional,regional aid,0,aide régionale,2,2,descriptor,http://eurovoc.europa.eu/976,economic support,MT 1606 economic policy,16 ECONOMICS
Topic 155,fund investment,investment fund,0,société d'investissement,2,2,used_for,http://eurovoc.europa.eu/4195,financial institution,MT 2416 financial institutions and credit,24 FINANCE
Topic 155,investment community,Community investment,0,investissement de l'UE,2,2,used_for,http://eurovoc.europa.eu/1490,investment,MT 2426 financing and investment,24 FINANCE
Topic 155,investment regional,regional investment,0,investissement régional,2,2,descriptor,http://eurovoc.europa.eu/1497,investment,MT 2426 financing and investment,24 FINANCE
Topic 155,development regional,regional development,0,développement régional,2,2,descriptor,http://eurovoc.europa.eu/431,regional policy,MT 1616 regions and regional policy,16 ECONOMICS
Topic 156,cultural heritage,cultural heritage,0,patrimoine culturel,2,2,descriptor,http://eurovoc.europa.eu/2278,cultural policy,MT 2831 culture and religion,28 SOCIAL QUESTIONS
Topic 156,health public,public health,0,santé publique,2,3,descriptor,http://eurovoc.europa.eu/3885,organisation of health care,MT 2841 health,28 SOCIAL QUESTIONS
Topic 156,public sector,public sector,0,entreprise publique,2,2,descriptor,http://eurovoc.europa.eu/830,type of business,MT 4011 business classification,40 BUSINESS AND COMPETITION
Topic 156,public works,public works,0,travaux publics,2,1,descriptor,http://eurovoc.europa.eu/4565,public works,MT 6831 building and public works,68 INDUSTRY
Topic 157,countries european,European countries,0,Europe,2,1,used_for,http://eurovoc.europa.eu/909,European countries,MT 7206 Europe,72 GEOGRAPHY
Topic 157,countries acp,ACP countries,0,pays ACP,2,1,descriptor,http://eurovoc.europa.eu/5083,ACP countries,MT 7231 economic geography,72 GEOGRAPHY
Topic 157,european community,European Community,0,Communauté européenne,2,2,descriptor,http://eurovoc.europa.eu/5343,European Communities,MT 1016 European construction,10 EUROPEAN UNION
Topic 157,european council,European Council,0,Conseil européen,2,2,descriptor,http://eurovoc.europa.eu/128,EU institution,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
Topic 157,european convention,European convention,0,convention européenne,2,3,descriptor,http://eurovoc.europa.eu/3472,international convention,MT 0806 international affairs,08 INTERNATIONAL RELATIONS
Topic 157,community decision,Community decision,0,décision (UE),2,2,used_for,http://eurovoc.europa.eu/349,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 157,council decision,Council Decision,0,décision (UE),2,2,used_for,http://eurovoc.europa.eu/349,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 159,sulphur dioxide,sulphur dioxide,0,anhydride,2,2,used_for,http://eurovoc.europa.eu/1878,chemical compound,MT 6811 chemistry,68 INDUSTRY
Topic 159,sewage sludge,sewage sludge,0,boue d'épuration,2,2,descriptor,http://eurovoc.europa.eu/6408,waste,MT 5216 deterioration of the environment,52 ENVIRONMENT
Topic 161,health protection,health protection,0,politique de la santé,2,1,used_for,http://eurovoc.europa.eu/2479,health protection,MT 2841 health,28 SOCIAL QUESTIONS
Topic 161,protection radiation,radiation protection,0,radioprotection,2,3,descriptor,http://eurovoc.europa.eu/2884,nuclear safety,MT 6621 electrical and nuclear industries,66 ENERGY
Topic 163,supervisory board,supervisory board,0,cogestion,2,3,used_for,http://eurovoc.europa.eu/6026,worker participation,MT 4426 labour law and labour relations,44 EMPLOYMENT AND WORKING CONDITIONS
Topic 163,management board,board of management,0,conseil de direction,3,2,descriptor,http://eurovoc.europa.eu/447,company structure,MT 4006 business organisation,40 BUSINESS AND COMPETITION
Topic 164,goods traffic,goods traffic,0,transport de marchandises,2,2,used_for,http://eurovoc.europa.eu/4509,organisation of transport,MT 4811 organisation of transport,48 TRANSPORT
Topic 164,goods carriage,carriage of goods,0,transport de marchandises,3,2,descriptor,http://eurovoc.europa.eu/4509,organisation of transport,MT 4811 organisation of transport,48 TRANSPORT
Topic 164,transport air,air transport,0,transport aérien,2,1,descriptor,http://eurovoc.europa.eu/4505,air transport,MT 4826 air and space transport,48 TRANSPORT
Topic 164,transport road,road transport,0,transport routier,2,2,descriptor,http://eurovoc.europa.eu/4533,land transport,MT 4816 land transport,48 TRANSPORT
Topic 164,transport international,international transport,0,transport international,2,2,descriptor,http://eurovoc.europa.eu/4519,destination of transport,MT 4811 organisation of transport,48 TRANSPORT
Topic 164,traffic air,air traffic,0,circulation aérienne,2,2,descriptor,http://eurovoc.europa.eu/2039,air transport,MT 4826 air and space transport,48 TRANSPORT
Topic 164,traffic road,road traffic,0,circulation routière,2,3,descriptor,http://eurovoc.europa.eu/3127,road transport,MT 4816 land transport,48 TRANSPORT
Topic 164,traffic international,international traffic,0,transport international,2,2,used_for,http://eurovoc.europa.eu/4519,destination of transport,MT 4811 organisation of transport,48 TRANSPORT
Topic 165,convention international,international convention,0,convention internationale,2,2,descriptor,http://eurovoc.europa.eu/3468,international instrument,MT 0806 international affairs,08 INTERNATIONAL RELATIONS
Topic 165,conference international,international conference,0,conférence internationale,2,3,descriptor,http://eurovoc.europa.eu/5525,international meeting,MT 0806 international affairs,08 INTERNATIONAL RELATIONS
Topic 165,community resolution,Community resolution,0,résolution (UE),2,2,used_for,http://eurovoc.europa.eu/3484,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 165,community action,Community action,0,action de l'UE,2,3,used_for,http://eurovoc.europa.eu/5413,EU activity,MT 1016 European construction,10 EUROPEAN UNION
Topic 166,prices market,market prices,0,prix de marché,2,1,descriptor,http://eurovoc.europa.eu/2656,market prices,MT 2451 prices,24 FINANCE
Topic 166,price level,price level,0,indice des prix,2,2,used_for,http://eurovoc.europa.eu/1354,prices policy,MT 2451 prices,24 FINANCE
Topic 166,price community,Community price,0,politique commune des prix,2,2,used_for,http://eurovoc.europa.eu/2456,prices policy,MT 2451 prices,24 FINANCE
Topic 166,price intervention,intervention price,0,prix d'intervention,2,2,descriptor,http://eurovoc.europa.eu/2644,farm prices,MT 2451 prices,24 FINANCE
Topic 166,market community,Community market,0,marché de l'UE,2,2,used_for,http://eurovoc.europa.eu/1795,market,MT 2006 trade policy,20 TRADE
Topic 166,market intervention,market intervention,0,intervention sur le marché,2,2,descriptor,http://eurovoc.europa.eu/1486,trade policy,MT 2006 trade policy,20 TRADE
Topic 166,marketing year,marketing year,0,campagne agricole,2,2,descriptor,http://eurovoc.europa.eu/5096,agricultural production policy,MT 5611 agricultural structures and production,"56 AGRICULTURE, FORESTRY AND FISHERIES"
Topic 168,budget revenue,budget revenue,0,ressources budgétaires,2,2,used_for,http://eurovoc.europa.eu/3558,budget financing,MT 2441 budget,24 FINANCE
Topic 168,budget year,budget year,0,exercice budgétaire,2,2,used_for,http://eurovoc.europa.eu/933,implementation of the budget,MT 2441 budget,24 FINANCE
Topic 168,financial year,financial year,0,exercice budgétaire,2,2,descriptor,http://eurovoc.europa.eu/933,implementation of the budget,MT 2441 budget,24 FINANCE
Topic 168,year european,European Year,0,manifestation culturelle européenne,2,3,used_for,http://eurovoc.europa.eu/6562,cultural event,MT 2831 culture and religion,28 SOCIAL QUESTIONS
Topic 169,pipeline gas,gas pipeline,0,gazoduc,2,3,descriptor,http://eurovoc.europa.eu/1142,pipeline transport,MT 4811 organisation of transport,48 TRANSPORT
Topic 169,pipeline oil,oil pipeline,0,oléoduc,2,3,descriptor,http://eurovoc.europa.eu/2132,pipeline transport,MT 4811 organisation of transport,48 TRANSPORT
Topic 169,gas natural,natural gas,0,gaz naturel,2,2,descriptor,http://eurovoc.europa.eu/1141,hydrocarbon,MT 6616 oil industry,66 ENERGY
Topic 169,oil production,oil production,0,production de pétrole,2,2,used_for,http://eurovoc.europa.eu/3767,oil industry,MT 6616 oil industry,66 ENERGY
Topic 170,west north,North West (England),0,Angleterre du Nord-Ouest,3,3,descriptor,http://eurovoc.europa.eu/3397,England,MT 7211 regions of EU Member States,72 GEOGRAPHY
Topic 173,property personal,personal property,0,propriété mobilière,2,2,descriptor,http://eurovoc.europa.eu/2818,ownership,MT 1211 civil law,12 LAW
Topic 174,import community,Community import,0,importation (UE),2,3,used_for,http://eurovoc.europa.eu/3191,import,MT 2016 trade,20 TRADE
Topic 175,community european,European Community,0,Communauté européenne,2,2,descriptor,http://eurovoc.europa.eu/5343,European Communities,MT 1016 European construction,10 EUROPEAN UNION
Topic 175,language european,European language,0,langue européenne,2,4,descriptor,http://eurovoc.europa.eu/5700,living language,MT 3611 humanities,36 SCIENCE
Topic 175,foundation european,European foundation,0,organisme de l'UE,2,1,used_for,http://eurovoc.europa.eu/5769,European foundation,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
Topic 175,foundation european,European foundation,0,fondation européenne,2,2,descriptor,http://eurovoc.europa.eu/5641,EU office or agency,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
Topic 175,countries european,European countries,0,Europe,2,1,used_for,http://eurovoc.europa.eu/909,European countries,MT 7206 Europe,72 GEOGRAPHY
Topic 176,commission member,member of the Commission,0,commissaire européen,4,3,used_for,http://eurovoc.europa.eu/4044,European Commission,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
Topic 176,commission regulation,Commission Regulation,0,règlement (UE),2,2,used_for,http://eurovoc.europa.eu/3102,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 176,commission european,European Commission,0,Commission européenne,2,2,descriptor,http://eurovoc.europa.eu/4038,EU institution,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
Topic 176,council regulation,Council Regulation,0,règlement (UE),2,2,used_for,http://eurovoc.europa.eu/3102,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 176,council european,European Council,0,Conseil européen,2,2,descriptor,http://eurovoc.europa.eu/128,EU institution,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
Topic 177,petroleum oil,petroleum oil,0,huile minérale,2,3,used_for,http://eurovoc.europa.eu/1267,petroleum product,MT 6616 oil industry,66 ENERGY
Topic 177,oil crude,crude oil,0,pétrole brut,2,3,descriptor,http://eurovoc.europa.eu/3770,petroleum,MT 6616 oil industry,66 ENERGY
Topic 177,gas supply,gas supply,0,distribution du gaz,2,3,descriptor,http://eurovoc.europa.eu/7395,urban infrastructure,MT 2846 construction and town planning,28 SOCIAL QUESTIONS
Topic 179,guarantee credit,credit guarantee,0,garantie de crédit,2,2,descriptor,http://eurovoc.europa.eu/1130,credit policy,MT 2416 financial institutions and credit,24 FINANCE
Topic 179,credit export,export credit,0,crédit à l'exportation,2,3,descriptor,http://eurovoc.europa.eu/287,export financing,MT 2006 trade policy,20 TRADE
Topic 180,budgetary expenditure,budgetary expenditure,0,dépense budgétaire,2,1,descriptor,http://eurovoc.europa.eu/394,budgetary expenditure,MT 2441 budget,24 FINANCE
Topic 180,budgetary year,budgetary year,0,exercice budgétaire,2,2,used_for,http://eurovoc.europa.eu/933,implementation of the budget,MT 2441 budget,24 FINANCE
Topic 180,budget year,budget year,0,exercice budgétaire,2,2,used_for,http://eurovoc.europa.eu/933,implementation of the budget,MT 2441 budget,24 FINANCE
Topic 180,financial year,financial year,0,exercice budgétaire,2,2,descriptor,http://eurovoc.europa.eu/933,implementation of the budget,MT 2441 budget,24 FINANCE
Topic 183,animal disease,animal disease,0,maladie animale,2,2,descriptor,http://eurovoc.europa.eu/1755,animal health,MT 5631 agricultural activity,"56 AGRICULTURE, FORESTRY AND FISHERIES"
Topic 183,animal health,animal health,0,santé animale,2,1,descriptor,http://eurovoc.europa.eu/5877,animal health,MT 5631 agricultural activity,"56 AGRICULTURE, FORESTRY AND FISHERIES"
Topic 183,meat fresh,fresh meat,0,viande fraîche,2,3,descriptor,http://eurovoc.europa.eu/4689,meat,MT 6011 animal product,60 AGRI-FOODSTUFFS
Topic 184,duties customs,customs duties,0,droits de douane,2,2,descriptor,http://eurovoc.europa.eu/4078,customs tariff,MT 2011 tariff policy,20 TRADE
Topic 184,customs tariff,customs tariff,0,tarif douanier,2,1,descriptor,http://eurovoc.europa.eu/4380,customs tariff,MT 2011 tariff policy,20 TRADE
Topic 185,programme development,development programme,0,plan de développement,2,2,used_for,http://eurovoc.europa.eu/2393,economic planning,MT 1606 economic policy,16 ECONOMICS
Topic 185,programme community,Community programme,0,programme de l'UE,2,4,used_for,http://eurovoc.europa.eu/5315,EU action,MT 1016 European construction,10 EUROPEAN UNION
Topic 188,aid financial,financial aid,0,aide financière,2,2,descriptor,http://eurovoc.europa.eu/922,aid policy,MT 0811 cooperation policy,08 INTERNATIONAL RELATIONS
Topic 188,financial regulation,financial regulation,0,règlement financier,2,2,descriptor,http://eurovoc.europa.eu/3119,public finance,MT 2436 public finance and budget policy,24 FINANCE
Topic 189,contract works,works contract,0,marché de travaux,2,2,descriptor,http://eurovoc.europa.eu/1798,public contract,MT 2006 trade policy,20 TRADE
Topic 189,contract supplies,supplies contract,0,marché de fournitures,2,2,descriptor,http://eurovoc.europa.eu/1796,public contract,MT 2006 trade policy,20 TRADE
Topic 189,tender invitation,invitation to tender,0,appel d'offres,3,2,descriptor,http://eurovoc.europa.eu/2218,public contract,MT 2006 trade policy,20 TRADE
Topic 190,import community,Community import,0,importation (UE),2,3,used_for,http://eurovoc.europa.eu/3191,import,MT 2016 trade,20 TRADE
Topic 192,agency intervention,intervention agency,0,organisme d'intervention,2,2,descriptor,http://eurovoc.europa.eu/3170,trade policy,MT 2006 trade policy,20 TRADE
Topic 192,intervention price,intervention price,0,prix d'intervention,2,2,descriptor,http://eurovoc.europa.eu/2644,farm prices,MT 2451 prices,24 FINANCE
Topic 193,communities european,European Communities,0,Communautés européennes,2,1,descriptor,http://eurovoc.europa.eu/26,European Communities,MT 1016 European construction,10 EUROPEAN UNION
Topic 194,aid application,application for aid,0,régime d'aide,3,2,used_for,http://eurovoc.europa.eu/3003,aid policy,MT 0811 cooperation policy,08 INTERNATIONAL RELATIONS
Topic 194,agricultural guidance,agricultural guidance,0,orientation agricole,2,2,descriptor,http://eurovoc.europa.eu/2194,regulation of agricultural production,MT 5611 agricultural structures and production,"56 AGRICULTURE, FORESTRY AND FISHERIES"
Topic 195,economic situation,economic situation,0,situation économique,2,2,descriptor,http://eurovoc.europa.eu/5146,economic conditions,MT 1611 economic conditions,16 ECONOMICS
Topic 196,wheat durum,durum wheat,0,blé dur,2,3,descriptor,http://eurovoc.europa.eu/5000,wheat,MT 6006 plant product,60 AGRI-FOODSTUFFS
Topic 196,wheat common,common wheat,0,blé tendre,2,3,descriptor,http://eurovoc.europa.eu/5010,wheat,MT 6006 plant product,60 AGRI-FOODSTUFFS
Topic 197,international market,international market,0,marché international,2,2,descriptor,http://eurovoc.europa.eu/1807,market,MT 2006 trade policy,20 TRADE
Topic 197,policy community,Community policy,0,politique de l'UE,2,3,used_for,http://eurovoc.europa.eu/2451,EU activity,MT 1016 European construction,10 EUROPEAN UNION
Topic 197,community market,Community market,0,marché de l'UE,2,2,used_for,http://eurovoc.europa.eu/1795,market,MT 2006 trade policy,20 TRADE
Topic 198,information network,information network,0,réseau d'information,2,2,descriptor,http://eurovoc.europa.eu/3422,information,MT 3231 information and information processing,32 EDUCATION AND COMMUNICATIONS
Topic 198,information scientific,scientific information,0,presse scientifique,2,4,used_for,http://eurovoc.europa.eu/5808,press,MT 3226 communications,32 EDUCATION AND COMMUNICATIONS
Topic 198,documentation technical,technical documentation,0,documentation,2,1,used_for,http://eurovoc.europa.eu/494,technical documentation,MT 3221 documentation,32 EDUCATION AND COMMUNICATIONS
Topic 198,documentation scientific,scientific documentation,0,documentation,2,1,used_for,http://eurovoc.europa.eu/494,scientific documentation,MT 3221 documentation,32 EDUCATION AND COMMUNICATIONS
Topic 199,industry european,European industry,0,espace industriel européen,2,3,used_for,http://eurovoc.europa.eu/3616,EU industrial policy,MT 6806 industrial structures and policy,68 INDUSTRY
Topic 199,sector industrial,industrial sector,0,secteur secondaire,2,2,used_for,http://eurovoc.europa.eu/4016,economic sector,MT 1621 economic structure,16 ECONOMICS
Topic 199,industrial production,industrial production,0,production industrielle,2,1,descriptor,http://eurovoc.europa.eu/2720,industrial production,MT 6806 industrial structures and policy,68 INDUSTRY
Topic 201,tender invitation,invitation to tender,0,appel d'offres,3,2,descriptor,http://eurovoc.europa.eu/2218,public contract,MT 2006 trade policy,20 TRADE
